0.38 1489.64  DM_over_rs
0.38 84.6209  bao_Hz_rs
0.51 1933.70  DM_over_rs
0.51 91.1034  bao_Hz_rs
0.61 2253.43  DM_over_rs
0.61 96.5444  bao_Hz_rs
