# Planck lensing noise curves.
# These curves have been low-pass filtered.
#    ell           Noise       Sig+Noise
     732     8.46562e-07     8.64213e-07
     733     8.48391e-07     8.66006e-07
     734     8.47133e-07     8.64711e-07
     735     8.46726e-07     8.64268e-07
     736     8.47557e-07     8.65063e-07
     737     8.51257e-07     8.68726e-07
     738     8.44992e-07     8.62427e-07
     739     8.46665e-07     8.64063e-07
     740     8.50003e-07     8.67366e-07
     741     8.49579e-07     8.66906e-07
     742     8.51118e-07     8.68409e-07
     743     8.52054e-07     8.69310e-07
     744     8.54333e-07     8.71555e-07
     745     8.53846e-07     8.71034e-07
     746     8.54376e-07     8.71528e-07
     747     8.52059e-07     8.69175e-07
     748     8.53888e-07     8.70969e-07
     749     8.52563e-07     8.69612e-07
     750     8.51400e-07     8.68414e-07
     751     8.52730e-07     8.69709e-07
     752     8.52062e-07     8.69006e-07
     753     8.56046e-07     8.72957e-07
     754     8.55089e-07     8.71965e-07
     755     8.59763e-07     8.76605e-07
     756     8.59953e-07     8.76762e-07
     757     8.60961e-07     8.77736e-07
     758     8.57390e-07     8.74131e-07
     759     8.59169e-07     8.75876e-07
     760     8.61492e-07     8.78166e-07
     761     8.61182e-07     8.77823e-07
     762     8.62532e-07     8.79140e-07
     763     8.63122e-07     8.79697e-07
     764     8.61115e-07     8.77657e-07
     765     8.65656e-07     8.82164e-07
     766     8.63157e-07     8.79632e-07
     767     8.65477e-07     8.81921e-07
     768     8.63188e-07     8.79598e-07
     769     8.68005e-07     8.84383e-07
     770     8.65857e-07     8.82203e-07
     771     8.66287e-07     8.82600e-07
     772     8.68664e-07     8.84945e-07
     773     8.70799e-07     8.87049e-07
     774     8.69144e-07     8.85361e-07
     775     8.70162e-07     8.86347e-07
     776     8.72234e-07     8.88388e-07
     777     8.73083e-07     8.89205e-07
     778     8.72611e-07     8.88701e-07
     779     8.72323e-07     8.88382e-07
     780     8.74466e-07     8.90493e-07
     781     8.72168e-07     8.88164e-07
     782     8.72402e-07     8.88368e-07
     783     8.74420e-07     8.90353e-07
     784     8.72737e-07     8.88639e-07
     785     8.76398e-07     8.92270e-07
     786     8.75306e-07     8.91147e-07
     787     8.77982e-07     8.93793e-07
     788     8.76913e-07     8.92692e-07
     789     8.80398e-07     8.96147e-07
     790     8.81339e-07     8.97058e-07
     791     8.80293e-07     8.95980e-07
     792     8.79828e-07     8.95485e-07
     793     8.83577e-07     8.99204e-07
     794     8.84512e-07     9.00110e-07
     795     8.82298e-07     8.97865e-07
     796     8.85212e-07     9.00750e-07
     797     8.83328e-07     8.98836e-07
     798     8.84962e-07     9.00440e-07
     799     8.86485e-07     9.01933e-07
     800     8.88403e-07     9.03822e-07
     801     8.88823e-07     9.04212e-07
     802     8.92526e-07     9.07885e-07
     803     8.88071e-07     9.03401e-07
     804     8.92992e-07     9.08293e-07
     805     8.92351e-07     9.07623e-07
     806     8.91503e-07     9.06746e-07
     807     8.91111e-07     9.06325e-07
     808     8.89485e-07     9.04670e-07
     809     8.95899e-07     9.11055e-07
     810     8.95818e-07     9.10945e-07
     811     8.96719e-07     9.11818e-07
     812     8.98313e-07     9.13383e-07
     813     8.98303e-07     9.13344e-07
     814     8.97799e-07     9.12812e-07
     815     8.99543e-07     9.14528e-07
     816     9.00323e-07     9.15280e-07
     817     9.03011e-07     9.17940e-07
     818     9.01410e-07     9.16310e-07
     819     9.03695e-07     9.18568e-07
     820     9.03749e-07     9.18593e-07
     821     9.04935e-07     9.19752e-07
     822     9.06405e-07     9.21194e-07
     823     9.07666e-07     9.22427e-07
     824     9.08957e-07     9.23690e-07
     825     9.08363e-07     9.23069e-07
     826     9.08457e-07     9.23135e-07
     827     9.10491e-07     9.25142e-07
     828     9.11815e-07     9.26439e-07
     829     9.11941e-07     9.26538e-07
     830     9.13792e-07     9.28362e-07
     831     9.16725e-07     9.31267e-07
     832     9.15608e-07     9.30124e-07
     833     9.18545e-07     9.33033e-07
     834     9.19340e-07     9.33801e-07
     835     9.17712e-07     9.32147e-07
     836     9.18544e-07     9.32952e-07
     837     9.20975e-07     9.35356e-07
     838     9.21000e-07     9.35355e-07
     839     9.23117e-07     9.37446e-07
     840     9.24341e-07     9.38643e-07
     841     9.25758e-07     9.40034e-07
     842     9.27302e-07     9.41551e-07
     843     9.28079e-07     9.42302e-07
     844     9.28239e-07     9.42436e-07
     845     9.31184e-07     9.45354e-07
     846     9.30201e-07     9.44345e-07
     847     9.36831e-07     9.50950e-07
     848     9.31201e-07     9.45294e-07
     849     9.35542e-07     9.49610e-07
     850     9.34970e-07     9.49011e-07
     851     9.36609e-07     9.50625e-07
     852     9.38567e-07     9.52558e-07
     853     9.37730e-07     9.51695e-07
     854     9.36426e-07     9.50366e-07
     855     9.38553e-07     9.52467e-07
     856     9.38920e-07     9.52809e-07
     857     9.45967e-07     9.59831e-07
     858     9.45733e-07     9.59571e-07
     859     9.46633e-07     9.60446e-07
     860     9.47398e-07     9.61186e-07
     861     9.48010e-07     9.61773e-07
     862     9.49154e-07     9.62892e-07
     863     9.52017e-07     9.65730e-07
     864     9.52196e-07     9.65884e-07
     865     9.56303e-07     9.69967e-07
     866     9.53751e-07     9.67390e-07
     867     9.60839e-07     9.74454e-07
     868     9.56009e-07     9.69599e-07
     869     9.57932e-07     9.71498e-07
     870     9.58948e-07     9.72490e-07
     871     9.59732e-07     9.73249e-07
     872     9.60984e-07     9.74477e-07
     873     9.61479e-07     9.74947e-07
     874     9.64412e-07     9.77856e-07
     875     9.69334e-07     9.82754e-07
     876     9.64039e-07     9.77436e-07
     877     9.71865e-07     9.85237e-07
     878     9.69186e-07     9.82535e-07
     879     9.71429e-07     9.84754e-07
     880     9.70713e-07     9.84014e-07
     881     9.76182e-07     9.89460e-07
     882     9.75180e-07     9.88433e-07
     883     9.76337e-07     9.89568e-07
     884     9.79133e-07     9.92339e-07
     885     9.78136e-07     9.91319e-07
     886     9.81040e-07     9.94200e-07
     887     9.83598e-07     9.96735e-07
     888     9.83011e-07     9.96125e-07
     889     9.83809e-07     9.96899e-07
     890     9.84770e-07     9.97837e-07
     891     9.88667e-07     1.00171e-06
     892     9.86060e-07     9.99081e-07
     893     9.89569e-07     1.00257e-06
     894     9.93954e-07     1.00693e-06
     895     9.94824e-07     1.00778e-06
     896     9.95226e-07     1.00816e-06
     897     9.95789e-07     1.00870e-06
     898     9.97981e-07     1.01087e-06
     899     9.99215e-07     1.01208e-06
     900     1.00178e-06     1.01462e-06
     901     1.00171e-06     1.01452e-06
     902     1.00375e-06     1.01655e-06
     903     1.00270e-06     1.01547e-06
     904     1.00825e-06     1.02100e-06
     905     1.00890e-06     1.02163e-06
     906     1.00845e-06     1.02115e-06
     907     1.01257e-06     1.02525e-06
     908     1.01118e-06     1.02385e-06
     909     1.01318e-06     1.02582e-06
     910     1.01402e-06     1.02664e-06
     911     1.01513e-06     1.02773e-06
     912     1.01794e-06     1.03051e-06
     913     1.01791e-06     1.03046e-06
     914     1.01999e-06     1.03252e-06
     915     1.01864e-06     1.03115e-06
     916     1.02042e-06     1.03291e-06
     917     1.02156e-06     1.03402e-06
     918     1.02822e-06     1.04067e-06
     919     1.02852e-06     1.04094e-06
     920     1.02690e-06     1.03930e-06
     921     1.03133e-06     1.04371e-06
     922     1.03122e-06     1.04357e-06
     923     1.03415e-06     1.04649e-06
     924     1.03405e-06     1.04636e-06
     925     1.03667e-06     1.04896e-06
     926     1.03581e-06     1.04808e-06
     927     1.03554e-06     1.04779e-06
     928     1.04091e-06     1.05314e-06
     929     1.04294e-06     1.05515e-06
     930     1.04534e-06     1.05753e-06
     931     1.04333e-06     1.05550e-06
     932     1.04559e-06     1.05774e-06
     933     1.04447e-06     1.05659e-06
     934     1.04681e-06     1.05891e-06
     935     1.05025e-06     1.06233e-06
     936     1.05161e-06     1.06367e-06
     937     1.04932e-06     1.06136e-06
     938     1.05553e-06     1.06756e-06
     939     1.05258e-06     1.06458e-06
     940     1.05739e-06     1.06937e-06
     941     1.05638e-06     1.06834e-06
     942     1.05949e-06     1.07142e-06
     943     1.06007e-06     1.07199e-06
     944     1.06154e-06     1.07344e-06
     945     1.05955e-06     1.07143e-06
     946     1.06289e-06     1.07475e-06
     947     1.06375e-06     1.07559e-06
     948     1.06682e-06     1.07864e-06
     949     1.06873e-06     1.08053e-06
     950     1.07158e-06     1.08336e-06
     951     1.06686e-06     1.07862e-06
     952     1.07360e-06     1.08534e-06
     953     1.07242e-06     1.08414e-06
     954     1.07621e-06     1.08791e-06
     955     1.07646e-06     1.08814e-06
     956     1.07606e-06     1.08772e-06
     957     1.07498e-06     1.08663e-06
     958     1.08128e-06     1.09291e-06
     959     1.08098e-06     1.09258e-06
     960     1.08394e-06     1.09552e-06
     961     1.08242e-06     1.09398e-06
     962     1.08397e-06     1.09552e-06
     963     1.08752e-06     1.09905e-06
     964     1.08533e-06     1.09683e-06
     965     1.09166e-06     1.10315e-06
     966     1.08931e-06     1.10078e-06
     967     1.09079e-06     1.10224e-06
     968     1.09426e-06     1.10569e-06
     969     1.09309e-06     1.10450e-06
     970     1.09665e-06     1.10804e-06
     971     1.09582e-06     1.10720e-06
     972     1.09723e-06     1.10858e-06
     973     1.09838e-06     1.10971e-06
     974     1.10041e-06     1.11172e-06
     975     1.10209e-06     1.11338e-06
     976     1.10496e-06     1.11624e-06
     977     1.10811e-06     1.11937e-06
     978     1.10619e-06     1.11743e-06
     979     1.11087e-06     1.12209e-06
     980     1.11017e-06     1.12137e-06
     981     1.10934e-06     1.12053e-06
     982     1.11150e-06     1.12267e-06
     983     1.10982e-06     1.12096e-06
     984     1.11143e-06     1.12256e-06
     985     1.11552e-06     1.12663e-06
     986     1.11441e-06     1.12550e-06
     987     1.11638e-06     1.12745e-06
     988     1.11862e-06     1.12967e-06
     989     1.12070e-06     1.13173e-06
     990     1.11663e-06     1.12765e-06
     991     1.12185e-06     1.13285e-06
     992     1.12163e-06     1.13261e-06
     993     1.12298e-06     1.13394e-06
     994     1.12290e-06     1.13384e-06
     995     1.12143e-06     1.13235e-06
     996     1.12676e-06     1.13767e-06
     997     1.12457e-06     1.13546e-06
     998     1.12681e-06     1.13769e-06
     999     1.12859e-06     1.13945e-06
    1000     1.12932e-06     1.14016e-06
    1001     1.13045e-06     1.14127e-06
    1002     1.13284e-06     1.14365e-06
    1003     1.13270e-06     1.14348e-06
    1004     1.13395e-06     1.14471e-06
    1005     1.13369e-06     1.14444e-06
    1006     1.13743e-06     1.14816e-06
    1007     1.13847e-06     1.14918e-06
    1008     1.13892e-06     1.14962e-06
    1009     1.14033e-06     1.15101e-06
    1010     1.13976e-06     1.15042e-06
    1011     1.14051e-06     1.15116e-06
    1012     1.14560e-06     1.15623e-06
    1013     1.14146e-06     1.15207e-06
    1014     1.14309e-06     1.15369e-06
    1015     1.14654e-06     1.15712e-06
    1016     1.14738e-06     1.15794e-06
    1017     1.14989e-06     1.16044e-06
    1018     1.14936e-06     1.15989e-06
    1019     1.14963e-06     1.16014e-06
    1020     1.15406e-06     1.16456e-06
    1021     1.15263e-06     1.16310e-06
    1022     1.15342e-06     1.16388e-06
    1023     1.15366e-06     1.16410e-06
    1024     1.15774e-06     1.16816e-06
    1025     1.15668e-06     1.16709e-06
    1026     1.15795e-06     1.16834e-06
    1027     1.15655e-06     1.16693e-06
    1028     1.15700e-06     1.16736e-06
    1029     1.15831e-06     1.16865e-06
    1030     1.16167e-06     1.17199e-06
    1031     1.16048e-06     1.17079e-06
    1032     1.16252e-06     1.17281e-06
    1033     1.16166e-06     1.17193e-06
    1034     1.16525e-06     1.17551e-06
    1035     1.16258e-06     1.17282e-06
    1036     1.16757e-06     1.17780e-06
    1037     1.16518e-06     1.17539e-06
    1038     1.17031e-06     1.18051e-06
    1039     1.16800e-06     1.17818e-06
    1040     1.16968e-06     1.17984e-06
    1041     1.16936e-06     1.17950e-06
    1042     1.17450e-06     1.18463e-06
    1043     1.17273e-06     1.18284e-06
    1044     1.17619e-06     1.18628e-06
    1045     1.17275e-06     1.18283e-06
    1046     1.17471e-06     1.18478e-06
    1047     1.17779e-06     1.18784e-06
    1048     1.17807e-06     1.18810e-06
    1049     1.17549e-06     1.18551e-06
    1050     1.17624e-06     1.18624e-06
    1051     1.17652e-06     1.18651e-06
    1052     1.18103e-06     1.19100e-06
    1053     1.18089e-06     1.19084e-06
    1054     1.18444e-06     1.19437e-06
    1055     1.18297e-06     1.19289e-06
    1056     1.18972e-06     1.19963e-06
    1057     1.18770e-06     1.19760e-06
    1058     1.18494e-06     1.19482e-06
    1059     1.18927e-06     1.19913e-06
    1060     1.18768e-06     1.19752e-06
    1061     1.18930e-06     1.19913e-06
    1062     1.19055e-06     1.20037e-06
    1063     1.19162e-06     1.20141e-06
    1064     1.19038e-06     1.20016e-06
    1065     1.19499e-06     1.20476e-06
    1066     1.19717e-06     1.20692e-06
    1067     1.19549e-06     1.20523e-06
    1068     1.19602e-06     1.20574e-06
    1069     1.20002e-06     1.20973e-06
    1070     1.19906e-06     1.20875e-06
    1071     1.19704e-06     1.20672e-06
    1072     1.19984e-06     1.20950e-06
    1073     1.20017e-06     1.20982e-06
    1074     1.20325e-06     1.21288e-06
    1075     1.20040e-06     1.21002e-06
    1076     1.20521e-06     1.21481e-06
    1077     1.20522e-06     1.21480e-06
    1078     1.20627e-06     1.21584e-06
    1079     1.20775e-06     1.21730e-06
    1080     1.21240e-06     1.22194e-06
    1081     1.20794e-06     1.21746e-06
    1082     1.21036e-06     1.21987e-06
    1083     1.21128e-06     1.22078e-06
    1084     1.21390e-06     1.22338e-06
    1085     1.21472e-06     1.22418e-06
    1086     1.21433e-06     1.22378e-06
    1087     1.21537e-06     1.22481e-06
    1088     1.21557e-06     1.22499e-06
    1089     1.21722e-06     1.22663e-06
    1090     1.21565e-06     1.22504e-06
    1091     1.22023e-06     1.22961e-06
    1092     1.21949e-06     1.22885e-06
    1093     1.21818e-06     1.22753e-06
    1094     1.22457e-06     1.23391e-06
    1095     1.22376e-06     1.23308e-06
    1096     1.22669e-06     1.23600e-06
    1097     1.22717e-06     1.23646e-06
    1098     1.22663e-06     1.23591e-06
    1099     1.22813e-06     1.23739e-06
    1100     1.23166e-06     1.24091e-06
    1101     1.22901e-06     1.23824e-06
    1102     1.22900e-06     1.23822e-06
    1103     1.23534e-06     1.24455e-06
    1104     1.23815e-06     1.24734e-06
    1105     1.23341e-06     1.24259e-06
    1106     1.23542e-06     1.24459e-06
    1107     1.23713e-06     1.24628e-06
    1108     1.24036e-06     1.24950e-06
    1109     1.24048e-06     1.24960e-06
    1110     1.24272e-06     1.25183e-06
    1111     1.24045e-06     1.24955e-06
    1112     1.24458e-06     1.25367e-06
    1113     1.24861e-06     1.25768e-06
    1114     1.24316e-06     1.25221e-06
    1115     1.24517e-06     1.25421e-06
    1116     1.24706e-06     1.25608e-06
    1117     1.24993e-06     1.25894e-06
    1118     1.25181e-06     1.26081e-06
    1119     1.25495e-06     1.26394e-06
    1120     1.25504e-06     1.26401e-06
    1121     1.25714e-06     1.26610e-06
    1122     1.25837e-06     1.26732e-06
    1123     1.25948e-06     1.26841e-06
    1124     1.26084e-06     1.26976e-06
    1125     1.25984e-06     1.26875e-06
    1126     1.26429e-06     1.27318e-06
    1127     1.26701e-06     1.27588e-06
    1128     1.26753e-06     1.27639e-06
    1129     1.26499e-06     1.27384e-06
    1130     1.27305e-06     1.28189e-06
    1131     1.27125e-06     1.28008e-06
    1132     1.27058e-06     1.27939e-06
    1133     1.27175e-06     1.28055e-06
    1134     1.27524e-06     1.28403e-06
    1135     1.27643e-06     1.28520e-06
    1136     1.27798e-06     1.28674e-06
    1137     1.28091e-06     1.28965e-06
    1138     1.28430e-06     1.29303e-06
    1139     1.28363e-06     1.29235e-06
    1140     1.28626e-06     1.29496e-06
    1141     1.28588e-06     1.29457e-06
    1142     1.28880e-06     1.29748e-06
    1143     1.29061e-06     1.29927e-06
    1144     1.28666e-06     1.29531e-06
    1145     1.29133e-06     1.29997e-06
    1146     1.29353e-06     1.30216e-06
    1147     1.29272e-06     1.30134e-06
    1148     1.29690e-06     1.30550e-06
    1149     1.29802e-06     1.30660e-06
    1150     1.29880e-06     1.30738e-06
    1151     1.30223e-06     1.31079e-06
    1152     1.29858e-06     1.30713e-06
    1153     1.30585e-06     1.31439e-06
    1154     1.30750e-06     1.31603e-06
    1155     1.30958e-06     1.31809e-06
    1156     1.31056e-06     1.31905e-06
    1157     1.30995e-06     1.31843e-06
    1158     1.31283e-06     1.32130e-06
    1159     1.31300e-06     1.32146e-06
    1160     1.32019e-06     1.32864e-06
    1161     1.31958e-06     1.32802e-06
    1162     1.31902e-06     1.32744e-06
    1163     1.32534e-06     1.33375e-06
    1164     1.32222e-06     1.33062e-06
    1165     1.32762e-06     1.33601e-06
    1166     1.33046e-06     1.33883e-06
    1167     1.33097e-06     1.33933e-06
    1168     1.33343e-06     1.34178e-06
    1169     1.33678e-06     1.34512e-06
    1170     1.33407e-06     1.34239e-06
    1171     1.34104e-06     1.34935e-06
    1172     1.33876e-06     1.34706e-06
    1173     1.34254e-06     1.35083e-06
    1174     1.34287e-06     1.35114e-06
    1175     1.34377e-06     1.35203e-06
    1176     1.34850e-06     1.35675e-06
    1177     1.35055e-06     1.35879e-06
    1178     1.35152e-06     1.35974e-06
    1179     1.35335e-06     1.36156e-06
    1180     1.35703e-06     1.36523e-06
    1181     1.35941e-06     1.36760e-06
    1182     1.36043e-06     1.36861e-06
    1183     1.36461e-06     1.37278e-06
    1184     1.36875e-06     1.37691e-06
    1185     1.36844e-06     1.37658e-06
    1186     1.37179e-06     1.37992e-06
    1187     1.37243e-06     1.38055e-06
    1188     1.37403e-06     1.38214e-06
    1189     1.37887e-06     1.38697e-06
    1190     1.37680e-06     1.38488e-06
    1191     1.37866e-06     1.38673e-06
    1192     1.38132e-06     1.38938e-06
    1193     1.38185e-06     1.38989e-06
    1194     1.38995e-06     1.39798e-06
    1195     1.38961e-06     1.39763e-06
    1196     1.39102e-06     1.39903e-06
    1197     1.39196e-06     1.39996e-06
    1198     1.39567e-06     1.40366e-06
    1199     1.39926e-06     1.40724e-06
    1200     1.39908e-06     1.40704e-06
    1201     1.40170e-06     1.40965e-06
    1202     1.40537e-06     1.41331e-06
    1203     1.40875e-06     1.41668e-06
    1204     1.41076e-06     1.41868e-06
    1205     1.41057e-06     1.41847e-06
    1206     1.42025e-06     1.42814e-06
    1207     1.41734e-06     1.42522e-06
    1208     1.42091e-06     1.42878e-06
    1209     1.41823e-06     1.42609e-06
    1210     1.42443e-06     1.43228e-06
    1211     1.42491e-06     1.43275e-06
    1212     1.42749e-06     1.43532e-06
    1213     1.43070e-06     1.43852e-06
    1214     1.43314e-06     1.44095e-06
    1215     1.43426e-06     1.44205e-06
    1216     1.43973e-06     1.44751e-06
    1217     1.43996e-06     1.44773e-06
    1218     1.44577e-06     1.45353e-06
    1219     1.44691e-06     1.45466e-06
    1220     1.44729e-06     1.45502e-06
    1221     1.45084e-06     1.45856e-06
    1222     1.45130e-06     1.45902e-06
    1223     1.45373e-06     1.46143e-06
    1224     1.45698e-06     1.46467e-06
    1225     1.46251e-06     1.47019e-06
    1226     1.46419e-06     1.47186e-06
    1227     1.46774e-06     1.47540e-06
    1228     1.46948e-06     1.47712e-06
    1229     1.47290e-06     1.48053e-06
    1230     1.47588e-06     1.48350e-06
    1231     1.47442e-06     1.48204e-06
    1232     1.47820e-06     1.48581e-06
    1233     1.48056e-06     1.48816e-06
    1234     1.48389e-06     1.49147e-06
    1235     1.48531e-06     1.49288e-06
    1236     1.48653e-06     1.49409e-06
    1237     1.48800e-06     1.49555e-06
    1238     1.49618e-06     1.50371e-06
    1239     1.49510e-06     1.50263e-06
    1240     1.49857e-06     1.50608e-06
    1241     1.50427e-06     1.51177e-06
    1242     1.50384e-06     1.51134e-06
    1243     1.50752e-06     1.51500e-06
    1244     1.50969e-06     1.51716e-06
    1245     1.51435e-06     1.52181e-06
    1246     1.51748e-06     1.52493e-06
    1247     1.51390e-06     1.52135e-06
    1248     1.51899e-06     1.52642e-06
    1249     1.51866e-06     1.52608e-06
    1250     1.52205e-06     1.52946e-06
    1251     1.52706e-06     1.53446e-06
    1252     1.52940e-06     1.53679e-06
    1253     1.53131e-06     1.53869e-06
    1254     1.53192e-06     1.53929e-06
    1255     1.53561e-06     1.54296e-06
    1256     1.54129e-06     1.54864e-06
    1257     1.54295e-06     1.55029e-06
    1258     1.54670e-06     1.55402e-06
    1259     1.54625e-06     1.55356e-06
    1260     1.55035e-06     1.55765e-06
    1261     1.55360e-06     1.56089e-06
    1262     1.55461e-06     1.56189e-06
    1263     1.55656e-06     1.56383e-06
    1264     1.55866e-06     1.56593e-06
    1265     1.56497e-06     1.57222e-06
    1266     1.56662e-06     1.57386e-06
    1267     1.56756e-06     1.57479e-06
    1268     1.57077e-06     1.57799e-06
    1269     1.57422e-06     1.58143e-06
    1270     1.57253e-06     1.57973e-06
    1271     1.57893e-06     1.58612e-06
    1272     1.58127e-06     1.58845e-06
    1273     1.58166e-06     1.58883e-06
    1274     1.58091e-06     1.58807e-06
    1275     1.58749e-06     1.59464e-06
    1276     1.59174e-06     1.59888e-06
    1277     1.59219e-06     1.59932e-06
    1278     1.59643e-06     1.60355e-06
    1279     1.59765e-06     1.60476e-06
    1280     1.59897e-06     1.60607e-06
    1281     1.60136e-06     1.60845e-06
    1282     1.60350e-06     1.61058e-06
    1283     1.60988e-06     1.61695e-06
    1284     1.60876e-06     1.61582e-06
    1285     1.61301e-06     1.62006e-06
    1286     1.61901e-06     1.62605e-06
    1287     1.61921e-06     1.62623e-06
    1288     1.61879e-06     1.62581e-06
    1289     1.62489e-06     1.63190e-06
    1290     1.62813e-06     1.63513e-06
    1291     1.62796e-06     1.63495e-06
    1292     1.63345e-06     1.64043e-06
    1293     1.63665e-06     1.64362e-06
    1294     1.63782e-06     1.64478e-06
    1295     1.63805e-06     1.64500e-06
    1296     1.64153e-06     1.64846e-06
    1297     1.64273e-06     1.64966e-06
    1298     1.64302e-06     1.64994e-06
    1299     1.64936e-06     1.65627e-06
    1300     1.64887e-06     1.65577e-06
    1301     1.65273e-06     1.65962e-06
    1302     1.65239e-06     1.65927e-06
    1303     1.66034e-06     1.66722e-06
    1304     1.65861e-06     1.66547e-06
    1305     1.66442e-06     1.67127e-06
    1306     1.66302e-06     1.66986e-06
    1307     1.67142e-06     1.67825e-06
    1308     1.66956e-06     1.67638e-06
    1309     1.67263e-06     1.67944e-06
    1310     1.66991e-06     1.67671e-06
    1311     1.67683e-06     1.68362e-06
    1312     1.67872e-06     1.68550e-06
    1313     1.67895e-06     1.68573e-06
    1314     1.68427e-06     1.69103e-06
    1315     1.68727e-06     1.69403e-06
    1316     1.68685e-06     1.69359e-06
    1317     1.68768e-06     1.69441e-06
    1318     1.69112e-06     1.69784e-06
    1319     1.69018e-06     1.69690e-06
    1320     1.69842e-06     1.70513e-06
    1321     1.69895e-06     1.70565e-06
    1322     1.69952e-06     1.70621e-06
    1323     1.70042e-06     1.70710e-06
    1324     1.70271e-06     1.70938e-06
    1325     1.70686e-06     1.71352e-06
    1326     1.71365e-06     1.72030e-06
    1327     1.70944e-06     1.71608e-06
    1328     1.71674e-06     1.72337e-06
    1329     1.71683e-06     1.72346e-06
    1330     1.71711e-06     1.72373e-06
    1331     1.72210e-06     1.72871e-06
    1332     1.72032e-06     1.72691e-06
    1333     1.72582e-06     1.73241e-06
    1334     1.72899e-06     1.73557e-06
    1335     1.73104e-06     1.73761e-06
    1336     1.73106e-06     1.73762e-06
    1337     1.73404e-06     1.74059e-06
    1338     1.73238e-06     1.73892e-06
    1339     1.73823e-06     1.74476e-06
    1340     1.73676e-06     1.74328e-06
    1341     1.74265e-06     1.74916e-06
    1342     1.74148e-06     1.74798e-06
    1343     1.74548e-06     1.75197e-06
    1344     1.75018e-06     1.75667e-06
    1345     1.75154e-06     1.75801e-06
    1346     1.75471e-06     1.76117e-06
    1347     1.75981e-06     1.76626e-06
    1348     1.75700e-06     1.76345e-06
    1349     1.76469e-06     1.77113e-06
    1350     1.75818e-06     1.76461e-06
    1351     1.76132e-06     1.76774e-06
    1352     1.76528e-06     1.77169e-06
    1353     1.76787e-06     1.77427e-06
    1354     1.76985e-06     1.77624e-06
    1355     1.76900e-06     1.77539e-06
    1356     1.77274e-06     1.77912e-06
    1357     1.77373e-06     1.78010e-06
    1358     1.77738e-06     1.78374e-06
    1359     1.77696e-06     1.78331e-06
    1360     1.78073e-06     1.78707e-06
    1361     1.78480e-06     1.79113e-06
    1362     1.78455e-06     1.79087e-06
    1363     1.78762e-06     1.79393e-06
    1364     1.78824e-06     1.79454e-06
    1365     1.79107e-06     1.79736e-06
    1366     1.79061e-06     1.79690e-06
    1367     1.79230e-06     1.79858e-06
    1368     1.79829e-06     1.80456e-06
    1369     1.79428e-06     1.80054e-06
    1370     1.80131e-06     1.80756e-06
    1371     1.79925e-06     1.80550e-06
    1372     1.80681e-06     1.81304e-06
    1373     1.80347e-06     1.80970e-06
    1374     1.81119e-06     1.81740e-06
    1375     1.80913e-06     1.81534e-06
    1376     1.81302e-06     1.81922e-06
    1377     1.81576e-06     1.82195e-06
    1378     1.81692e-06     1.82310e-06
    1379     1.82254e-06     1.82871e-06
    1380     1.82074e-06     1.82691e-06
    1381     1.81946e-06     1.82562e-06
    1382     1.82409e-06     1.83024e-06
    1383     1.82583e-06     1.83197e-06
    1384     1.83136e-06     1.83749e-06
    1385     1.82815e-06     1.83427e-06
    1386     1.83071e-06     1.83682e-06
    1387     1.83202e-06     1.83812e-06
    1388     1.83440e-06     1.84050e-06
    1389     1.83393e-06     1.84002e-06
    1390     1.83669e-06     1.84277e-06
    1391     1.84035e-06     1.84642e-06
    1392     1.83961e-06     1.84567e-06
    1393     1.84038e-06     1.84643e-06
    1394     1.84504e-06     1.85108e-06
    1395     1.84584e-06     1.85187e-06
    1396     1.84982e-06     1.85585e-06
    1397     1.84969e-06     1.85570e-06
    1398     1.85338e-06     1.85939e-06
    1399     1.85540e-06     1.86140e-06
    1400     1.85531e-06     1.86130e-06
    1401     1.86020e-06     1.86618e-06
    1402     1.85987e-06     1.86584e-06
    1403     1.86079e-06     1.86676e-06
    1404     1.86002e-06     1.86598e-06
    1405     1.86536e-06     1.87131e-06
    1406     1.86441e-06     1.87035e-06
    1407     1.86970e-06     1.87563e-06
    1408     1.87531e-06     1.88124e-06
    1409     1.87593e-06     1.88185e-06
    1410     1.87873e-06     1.88464e-06
    1411     1.87865e-06     1.88455e-06
    1412     1.87519e-06     1.88108e-06
    1413     1.88333e-06     1.88921e-06
    1414     1.88188e-06     1.88776e-06
    1415     1.88416e-06     1.89003e-06
    1416     1.88795e-06     1.89381e-06
    1417     1.88785e-06     1.89370e-06
    1418     1.88777e-06     1.89362e-06
    1419     1.89542e-06     1.90126e-06
    1420     1.88978e-06     1.89561e-06
    1421     1.89788e-06     1.90370e-06
    1422     1.89737e-06     1.90318e-06
    1423     1.89825e-06     1.90405e-06
    1424     1.90046e-06     1.90626e-06
    1425     1.90110e-06     1.90688e-06
    1426     1.90713e-06     1.91290e-06
    1427     1.90962e-06     1.91539e-06
    1428     1.91058e-06     1.91634e-06
    1429     1.90997e-06     1.91573e-06
    1430     1.91627e-06     1.92202e-06
    1431     1.91295e-06     1.91869e-06
    1432     1.91794e-06     1.92366e-06
    1433     1.91428e-06     1.92000e-06
    1434     1.91743e-06     1.92314e-06
    1435     1.91851e-06     1.92422e-06
    1436     1.92348e-06     1.92917e-06
    1437     1.92465e-06     1.93033e-06
    1438     1.93436e-06     1.94004e-06
    1439     1.93074e-06     1.93641e-06
    1440     1.93450e-06     1.94016e-06
    1441     1.93414e-06     1.93980e-06
    1442     1.93517e-06     1.94082e-06
