# Planck lensing noise curves.
# These curves have been low-pass filtered.
#    ell           Noise       Sig+Noise
      68     1.81631e-07     3.77494e-07
      69     1.83513e-07     3.78308e-07
      70     1.85145e-07     3.78871e-07
      71     1.86607e-07     3.79249e-07
      72     1.84876e-07     3.76451e-07
      73     1.86668e-07     3.77159e-07
      74     1.86925e-07     3.76331e-07
      75     1.88899e-07     3.77222e-07
      76     1.88289e-07     3.75528e-07
      77     1.89362e-07     3.75517e-07
      78     1.89789e-07     3.74876e-07
      79     1.89835e-07     3.73838e-07
      80     1.91827e-07     3.74746e-07
      81     1.90934e-07     3.72770e-07
      82     1.93053e-07     3.73820e-07
      83     1.94047e-07     3.73746e-07
      84     1.94089e-07     3.72704e-07
      85     1.93101e-07     3.70648e-07
      86     1.95819e-07     3.72314e-07
      87     1.94289e-07     3.69716e-07
      88     1.96873e-07     3.71247e-07
      89     1.96123e-07     3.69429e-07
      90     1.96920e-07     3.69174e-07
      91     1.97820e-07     3.69037e-07
      92     1.97882e-07     3.68062e-07
      93     1.98070e-07     3.67213e-07
      94     1.99733e-07     3.67840e-07
      95     1.99758e-07     3.66843e-07
      96     2.01628e-07     3.67692e-07
      97     2.02880e-07     3.67923e-07
      98     2.01463e-07     3.65501e-07
      99     2.03864e-07     3.66897e-07
     100     2.05158e-07     3.67185e-07
     101     2.05200e-07     3.66238e-07
     102     2.05662e-07     3.65711e-07
     103     2.04070e-07     3.63129e-07
     104     2.07792e-07     3.65877e-07
     105     2.06837e-07     3.63948e-07
     106     2.08507e-07     3.64654e-07
     107     2.09346e-07     3.64534e-07
     108     2.10941e-07     3.65176e-07
     109     2.09864e-07     3.63152e-07
     110     2.12751e-07     3.65099e-07
     111     2.11925e-07     3.63339e-07
     112     2.14087e-07     3.64574e-07
     113     2.15365e-07     3.64930e-07
     114     2.15903e-07     3.64554e-07
     115     2.16590e-07     3.64333e-07
     116     2.18986e-07     3.65826e-07
     117     2.17148e-07     3.63093e-07
     118     2.19295e-07     3.64350e-07
     119     2.18960e-07     3.63134e-07
     120     2.20351e-07     3.63649e-07
     121     2.22371e-07     3.64799e-07
     122     2.23366e-07     3.64930e-07
     123     2.21982e-07     3.62690e-07
     124     2.23530e-07     3.63387e-07
     125     2.24610e-07     3.63622e-07
     126     2.27836e-07     3.66011e-07
     127     2.29485e-07     3.66829e-07
     128     2.30174e-07     3.66694e-07
     129     2.30330e-07     3.66031e-07
     130     2.31846e-07     3.66735e-07
     131     2.32330e-07     3.66415e-07
     132     2.33367e-07     3.66652e-07
     133     2.35020e-07     3.67513e-07
     134     2.34208e-07     3.65914e-07
     135     2.34290e-07     3.65217e-07
     136     2.38475e-07     3.68628e-07
     137     2.38078e-07     3.67465e-07
     138     2.38950e-07     3.67575e-07
     139     2.40040e-07     3.67909e-07
     140     2.42736e-07     3.69857e-07
     141     2.45347e-07     3.71726e-07
     142     2.43922e-07     3.69562e-07
     143     2.45513e-07     3.70422e-07
     144     2.46019e-07     3.70203e-07
     145     2.46797e-07     3.70263e-07
     146     2.49056e-07     3.71808e-07
     147     2.51817e-07     3.73862e-07
     148     2.51863e-07     3.73206e-07
     149     2.53420e-07     3.74067e-07
     150     2.54532e-07     3.74489e-07
     151     2.57092e-07     3.76365e-07
     152     2.56721e-07     3.75313e-07
     153     2.58538e-07     3.76456e-07
     154     2.59730e-07     3.76981e-07
     155     2.61492e-07     3.78080e-07
     156     2.63908e-07     3.79839e-07
     157     2.62886e-07     3.78165e-07
     158     2.64918e-07     3.79552e-07
     159     2.66754e-07     3.80745e-07
     160     2.67428e-07     3.80785e-07
     161     2.70543e-07     3.83268e-07
     162     2.70348e-07     3.82448e-07
     163     2.72032e-07     3.83512e-07
     164     2.73066e-07     3.83931e-07
     165     2.74419e-07     3.84673e-07
     166     2.77873e-07     3.87523e-07
     167     2.77127e-07     3.86176e-07
     168     2.77582e-07     3.86037e-07
     169     2.79343e-07     3.87208e-07
     170     2.82636e-07     3.89915e-07
     171     2.82713e-07     3.89413e-07
     172     2.84599e-07     3.90724e-07
     173     2.86537e-07     3.92090e-07
     174     2.89645e-07     3.94632e-07
     175     2.90159e-07     3.94585e-07
     176     2.92004e-07     3.95873e-07
     177     2.95514e-07     3.98832e-07
     178     2.96838e-07     3.99607e-07
     179     2.96360e-07     3.98587e-07
     180     2.96392e-07     3.98080e-07
     181     2.98731e-07     3.99885e-07
     182     3.01127e-07     4.01752e-07
     183     3.04159e-07     4.04258e-07
     184     3.06403e-07     4.05982e-07
     185     3.08013e-07     4.07075e-07
     186     3.07005e-07     4.05556e-07
     187     3.09934e-07     4.07975e-07
     188     3.12279e-07     4.09816e-07
     189     3.13584e-07     4.10621e-07
     190     3.16097e-07     4.12638e-07
     191     3.17077e-07     4.13126e-07
     192     3.18642e-07     4.14203e-07
     193     3.20978e-07     4.16056e-07
     194     3.20881e-07     4.15477e-07
     195     3.24480e-07     4.18600e-07
     196     3.26806e-07     4.20455e-07
     197     3.27299e-07     4.20479e-07
     198     3.28469e-07     4.21184e-07
     199     3.32154e-07     4.24408e-07
     200     3.33795e-07     4.25591e-07
     201     3.37350e-07     4.28692e-07
     202     3.35212e-07     4.26103e-07
     203     3.41714e-07     4.32158e-07
     204     3.41039e-07     4.31040e-07
     205     3.42786e-07     4.32348e-07
     206     3.45510e-07     4.34635e-07
     207     3.45235e-07     4.33927e-07
     208     3.49529e-07     4.37792e-07
     209     3.52044e-07     4.39880e-07
     210     3.53450e-07     4.40863e-07
     211     3.55564e-07     4.42558e-07
     212     3.58280e-07     4.44857e-07
     213     3.59690e-07     4.45854e-07
     214     3.61269e-07     4.47023e-07
     215     3.62329e-07     4.47677e-07
     216     3.64105e-07     4.49049e-07
     217     3.66245e-07     4.50788e-07
     218     3.68197e-07     4.52343e-07
     219     3.70744e-07     4.54496e-07
     220     3.72921e-07     4.56282e-07
     221     3.74916e-07     4.57889e-07
     222     3.77142e-07     4.59730e-07
     223     3.79472e-07     4.61678e-07
     224     3.80432e-07     4.62258e-07
     225     3.82787e-07     4.64238e-07
     226     3.86225e-07     4.67302e-07
     227     3.88337e-07     4.69043e-07
     228     3.90500e-07     4.70836e-07
     229     3.90512e-07     4.70484e-07
     230     3.94317e-07     4.73926e-07
     231     3.95298e-07     4.74548e-07
     232     3.99515e-07     4.78409e-07
     233     4.00485e-07     4.79024e-07
     234     4.03209e-07     4.81396e-07
     235     4.03072e-07     4.80910e-07
     236     4.04980e-07     4.82470e-07
     237     4.09890e-07     4.87037e-07
     238     4.11254e-07     4.88060e-07
     239     4.11924e-07     4.88391e-07
     240     4.14865e-07     4.90995e-07
     241     4.15545e-07     4.91340e-07
     242     4.19017e-07     4.94481e-07
     243     4.21883e-07     4.97018e-07
     244     4.24413e-07     4.99221e-07
     245     4.25830e-07     5.00312e-07
     246     4.27831e-07     5.01989e-07
     247     4.31079e-07     5.04917e-07
     248     4.32030e-07     5.05551e-07
     249     4.32762e-07     5.05967e-07
     250     4.35770e-07     5.08661e-07
     251     4.37147e-07     5.09727e-07
     252     4.39751e-07     5.12022e-07
     253     4.42959e-07     5.14922e-07
     254     4.41573e-07     5.13231e-07
     255     4.45355e-07     5.16708e-07
     256     4.48751e-07     5.19804e-07
     257     4.50379e-07     5.21132e-07
     258     4.51488e-07     5.21944e-07
     259     4.54026e-07     5.24187e-07
     260     4.55897e-07     5.25765e-07
     261     4.58248e-07     5.27825e-07
     262     4.59729e-07     5.29017e-07
     263     4.62964e-07     5.31964e-07
     264     4.64992e-07     5.33706e-07
     265     4.68059e-07     5.36490e-07
     266     4.66784e-07     5.34933e-07
     267     4.70782e-07     5.38651e-07
     268     4.74560e-07     5.42152e-07
     269     4.74182e-07     5.41497e-07
     270     4.74193e-07     5.41234e-07
     271     4.78545e-07     5.45313e-07
     272     4.82105e-07     5.48603e-07
     273     4.83368e-07     5.49597e-07
     274     4.85642e-07     5.51605e-07
     275     4.88952e-07     5.54648e-07
     276     4.89131e-07     5.54564e-07
     277     4.89794e-07     5.54965e-07
     278     4.92888e-07     5.57798e-07
     279     4.94048e-07     5.58698e-07
     280     4.94036e-07     5.58431e-07
     281     4.98197e-07     5.62336e-07
     282     5.00713e-07     5.64598e-07
     283     5.02058e-07     5.65691e-07
     284     5.05127e-07     5.68510e-07
     285     5.06112e-07     5.69245e-07
     286     5.06618e-07     5.69503e-07
     287     5.09460e-07     5.72100e-07
     288     5.11880e-07     5.74275e-07
     289     5.11501e-07     5.73654e-07
     290     5.14074e-07     5.75985e-07
     291     5.14754e-07     5.76425e-07
     292     5.14241e-07     5.75675e-07
     293     5.15999e-07     5.77195e-07
     294     5.20026e-07     5.80986e-07
     295     5.19878e-07     5.80605e-07
     296     5.24764e-07     5.85256e-07
     297     5.25581e-07     5.85843e-07
     298     5.27509e-07     5.87541e-07
     299     5.29762e-07     5.89565e-07
     300     5.30470e-07     5.90046e-07
     301     5.32471e-07     5.91820e-07
     302     5.32906e-07     5.92030e-07
     303     5.32309e-07     5.91211e-07
     304     5.32572e-07     5.91252e-07
     305     5.35943e-07     5.94401e-07
     306     5.37307e-07     5.95545e-07
     307     5.39841e-07     5.97861e-07
     308     5.41279e-07     5.99082e-07
     309     5.39773e-07     5.97361e-07
     310     5.42624e-07     5.99997e-07
     311     5.43954e-07     6.01114e-07
     312     5.43865e-07     6.00812e-07
     313     5.45858e-07     6.02595e-07
     314     5.48629e-07     6.05156e-07
     315     5.47272e-07     6.03591e-07
     316     5.50065e-07     6.06175e-07
     317     5.49882e-07     6.05786e-07
     318     5.53202e-07     6.08902e-07
     319     5.51239e-07     6.06735e-07
     320     5.53623e-07     6.08916e-07
     321     5.54972e-07     6.10063e-07
     322     5.56052e-07     6.10943e-07
     323     5.55095e-07     6.09787e-07
     324     5.59001e-07     6.13493e-07
     325     5.59116e-07     6.13411e-07
     326     5.59532e-07     6.13631e-07
     327     5.60424e-07     6.14329e-07
     328     5.63303e-07     6.17012e-07
     329     5.63189e-07     6.16705e-07
     330     5.58982e-07     6.12307e-07
     331     5.64367e-07     6.17502e-07
     332     5.63962e-07     6.16907e-07
     333     5.67272e-07     6.20029e-07
     334     5.66381e-07     6.18949e-07
     335     5.70013e-07     6.22393e-07
     336     5.68177e-07     6.20373e-07
     337     5.70160e-07     6.22170e-07
     338     5.68263e-07     6.20089e-07
     339     5.71599e-07     6.23243e-07
     340     5.69690e-07     6.21152e-07
     341     5.73859e-07     6.25139e-07
     342     5.74036e-07     6.25136e-07
     343     5.72903e-07     6.23825e-07
     344     5.75610e-07     6.26352e-07
     345     5.75465e-07     6.26030e-07
     346     5.74975e-07     6.25363e-07
     347     5.75726e-07     6.25939e-07
     348     5.72527e-07     6.22565e-07
     349     5.74152e-07     6.24017e-07
     350     5.76581e-07     6.26272e-07
     351     5.77016e-07     6.26537e-07
     352     5.79831e-07     6.29180e-07
     353     5.75022e-07     6.24202e-07
     354     5.78783e-07     6.27793e-07
     355     5.79288e-07     6.28128e-07
     356     5.79707e-07     6.28379e-07
     357     5.78700e-07     6.27206e-07
     358     5.79138e-07     6.27477e-07
     359     5.79382e-07     6.27556e-07
     360     5.79291e-07     6.27300e-07
     361     5.77687e-07     6.25533e-07
     362     5.82334e-07     6.30016e-07
     363     5.82705e-07     6.30226e-07
     364     5.79465e-07     6.26823e-07
     365     5.80660e-07     6.27858e-07
     366     5.82000e-07     6.29038e-07
     367     5.82876e-07     6.29756e-07
     368     5.81181e-07     6.27902e-07
     369     5.80789e-07     6.27353e-07
     370     5.85110e-07     6.31517e-07
     371     5.81611e-07     6.27863e-07
     372     5.82334e-07     6.28430e-07
     373     5.83813e-07     6.29753e-07
     374     5.84871e-07     6.30659e-07
     375     5.82966e-07     6.28600e-07
     376     5.85447e-07     6.30929e-07
     377     5.86439e-07     6.31770e-07
     378     5.83107e-07     6.28287e-07
     379     5.83725e-07     6.28754e-07
     380     5.86188e-07     6.31068e-07
     381     5.83351e-07     6.28082e-07
     382     5.83606e-07     6.28188e-07
     383     5.85380e-07     6.29815e-07
     384     5.84841e-07     6.29130e-07
     385     5.85890e-07     6.30033e-07
     386     5.83922e-07     6.27921e-07
     387     5.84281e-07     6.28135e-07
     388     5.84896e-07     6.28605e-07
     389     5.85461e-07     6.29027e-07
     390     5.85602e-07     6.29025e-07
     391     5.84663e-07     6.27945e-07
     392     5.85944e-07     6.29085e-07
     393     5.85835e-07     6.28836e-07
     394     5.85663e-07     6.28524e-07
     395     5.85292e-07     6.28013e-07
     396     5.86723e-07     6.29306e-07
     397     5.88526e-07     6.30970e-07
     398     5.86724e-07     6.29030e-07
     399     5.86728e-07     6.28898e-07
     400     5.87740e-07     6.29775e-07
     401     5.84680e-07     6.26578e-07
     402     5.84580e-07     6.26343e-07
     403     5.86531e-07     6.28161e-07
     404     5.84856e-07     6.26352e-07
     405     5.86418e-07     6.27781e-07
     406     5.86477e-07     6.27707e-07
     407     5.84463e-07     6.25562e-07
     408     5.85317e-07     6.26283e-07
     409     5.85109e-07     6.25945e-07
     410     5.85925e-07     6.26630e-07
     411     5.85882e-07     6.26458e-07
     412     5.86154e-07     6.26601e-07
     413     5.85198e-07     6.25517e-07
     414     5.85585e-07     6.25776e-07
     415     5.86128e-07     6.26191e-07
     416     5.89348e-07     6.29285e-07
     417     5.86618e-07     6.26428e-07
     418     5.89133e-07     6.28817e-07
     419     5.86876e-07     6.26437e-07
     420     5.85591e-07     6.25027e-07
     421     5.85608e-07     6.24921e-07
     422     5.88898e-07     6.28086e-07
     423     5.86531e-07     6.25596e-07
     424     5.89500e-07     6.28443e-07
     425     5.87390e-07     6.26212e-07
     426     5.88892e-07     6.27593e-07
     427     5.88113e-07     6.26693e-07
     428     5.86443e-07     6.24902e-07
     429     5.88494e-07     6.26834e-07
     430     5.89606e-07     6.27826e-07
     431     5.89749e-07     6.27851e-07
     432     5.87205e-07     6.25190e-07
     433     5.89140e-07     6.27007e-07
     434     5.88726e-07     6.26476e-07
     435     5.91115e-07     6.28748e-07
     436     5.89990e-07     6.27508e-07
     437     5.89993e-07     6.27395e-07
     438     5.88915e-07     6.26202e-07
     439     5.90329e-07     6.27501e-07
     440     5.91113e-07     6.28170e-07
     441     5.87820e-07     6.24765e-07
     442     5.91567e-07     6.28399e-07
     443     5.88593e-07     6.25313e-07
     444     5.92672e-07     6.29279e-07
     445     5.89350e-07     6.25845e-07
     446     5.91022e-07     6.27407e-07
     447     5.92408e-07     6.28681e-07
     448     5.90039e-07     6.26203e-07
     449     5.92588e-07     6.28641e-07
     450     5.90600e-07     6.26546e-07
     451     5.93872e-07     6.29709e-07
     452     5.92562e-07     6.28290e-07
     453     5.92673e-07     6.28293e-07
     454     5.93425e-07     6.28938e-07
     455     5.94206e-07     6.29612e-07
     456     5.92344e-07     6.27643e-07
     457     5.92896e-07     6.28089e-07
     458     5.94702e-07     6.29789e-07
     459     5.96218e-07     6.31201e-07
     460     5.95430e-07     6.30308e-07
     461     5.97140e-07     6.31913e-07
     462     5.98440e-07     6.33110e-07
     463     5.97729e-07     6.32296e-07
     464     5.97302e-07     6.31766e-07
     465     5.96146e-07     6.30508e-07
     466     5.99271e-07     6.33530e-07
     467     5.95834e-07     6.29992e-07
     468     5.99173e-07     6.33230e-07
     469     5.97617e-07     6.31573e-07
     470     5.99823e-07     6.33678e-07
     471     5.99958e-07     6.33713e-07
     472     5.99416e-07     6.33072e-07
     473     6.01934e-07     6.35491e-07
     474     6.01090e-07     6.34548e-07
     475     6.01304e-07     6.34665e-07
     476     6.00413e-07     6.33676e-07
     477     6.03014e-07     6.36179e-07
     478     6.01964e-07     6.35032e-07
     479     6.04054e-07     6.37027e-07
     480     6.05333e-07     6.38209e-07
     481     6.03585e-07     6.36364e-07
     482     6.01415e-07     6.34100e-07
     483     6.07204e-07     6.39793e-07
     484     6.06171e-07     6.38666e-07
     485     6.09199e-07     6.41600e-07
     486     6.06165e-07     6.38473e-07
     487     6.07034e-07     6.39248e-07
     488     6.10020e-07     6.42141e-07
     489     6.10051e-07     6.42079e-07
     490     6.07885e-07     6.39821e-07
     491     6.10897e-07     6.42741e-07
     492     6.12892e-07     6.44645e-07
     493     6.14196e-07     6.45858e-07
     494     6.12450e-07     6.44020e-07
     495     6.15264e-07     6.46745e-07
     496     6.10250e-07     6.41641e-07
     497     6.16548e-07     6.47850e-07
     498     6.15540e-07     6.46752e-07
     499     6.16300e-07     6.47423e-07
     500     6.19284e-07     6.50319e-07
     501     6.17573e-07     6.48520e-07
     502     6.17305e-07     6.48164e-07
     503     6.19755e-07     6.50528e-07
     504     6.18313e-07     6.48997e-07
     505     6.20920e-07     6.51518e-07
     506     6.19597e-07     6.50108e-07
     507     6.22090e-07     6.52517e-07
     508     6.23073e-07     6.53413e-07
     509     6.24282e-07     6.54537e-07
     510     6.25201e-07     6.55372e-07
     511     6.25415e-07     6.55501e-07
     512     6.27525e-07     6.57527e-07
     513     6.29074e-07     6.58993e-07
     514     6.26792e-07     6.56626e-07
     515     6.29749e-07     6.59502e-07
     516     6.31469e-07     6.61138e-07
     517     6.27827e-07     6.57413e-07
     518     6.34132e-07     6.63637e-07
     519     6.31625e-07     6.61048e-07
     520     6.34676e-07     6.64017e-07
     521     6.34059e-07     6.63320e-07
     522     6.35293e-07     6.64474e-07
     523     6.35958e-07     6.65057e-07
     524     6.38291e-07     6.67310e-07
     525     6.38854e-07     6.67794e-07
     526     6.40581e-07     6.69441e-07
     527     6.41136e-07     6.69918e-07
     528     6.40248e-07     6.68950e-07
     529     6.40539e-07     6.69163e-07
     530     6.41074e-07     6.69619e-07
     531     6.43953e-07     6.72421e-07
     532     6.44435e-07     6.72825e-07
     533     6.44982e-07     6.73295e-07
     534     6.46957e-07     6.75193e-07
     535     6.50609e-07     6.78770e-07
     536     6.50683e-07     6.78766e-07
     537     6.51131e-07     6.79139e-07
     538     6.49646e-07     6.77579e-07
     539     6.53691e-07     6.81548e-07
     540     6.51224e-07     6.79005e-07
     541     6.55668e-07     6.83374e-07
     542     6.57421e-07     6.85053e-07
     543     6.55671e-07     6.83229e-07
     544     6.59427e-07     6.86912e-07
     545     6.57829e-07     6.85240e-07
     546     6.63145e-07     6.90482e-07
     547     6.62092e-07     6.89357e-07
     548     6.63334e-07     6.90527e-07
     549     6.64474e-07     6.91594e-07
     550     6.64798e-07     6.91845e-07
     551     6.68884e-07     6.95860e-07
     552     6.66995e-07     6.93900e-07
     553     6.68515e-07     6.95348e-07
     554     6.68743e-07     6.95504e-07
     555     6.70884e-07     6.97575e-07
     556     6.73788e-07     7.00409e-07
     557     6.74425e-07     7.00976e-07
     558     6.77437e-07     7.03917e-07
     559     6.76421e-07     7.02832e-07
     560     6.78060e-07     7.04402e-07
     561     6.80218e-07     7.06491e-07
     562     6.77760e-07     7.03963e-07
     563     6.79912e-07     7.06048e-07
     564     6.81727e-07     7.07793e-07
     565     6.83967e-07     7.09966e-07
     566     6.83850e-07     7.09781e-07
     567     6.87235e-07     7.13099e-07
     568     6.86390e-07     7.12187e-07
     569     6.89883e-07     7.15613e-07
     570     6.89009e-07     7.14674e-07
     571     6.92731e-07     7.18328e-07
     572     6.91357e-07     7.16888e-07
     573     6.91136e-07     7.16602e-07
     574     6.94483e-07     7.19883e-07
     575     6.96383e-07     7.21717e-07
     576     6.96510e-07     7.21779e-07
     577     6.99515e-07     7.24720e-07
     578     7.00364e-07     7.25505e-07
     579     6.97784e-07     7.22860e-07
     580     7.01673e-07     7.26685e-07
     581     7.02410e-07     7.27359e-07
     582     7.05078e-07     7.29963e-07
     583     7.06623e-07     7.31444e-07
     584     7.09223e-07     7.33982e-07
     585     7.07417e-07     7.32112e-07
     586     7.08275e-07     7.32908e-07
     587     7.11249e-07     7.35820e-07
     588     7.12345e-07     7.36854e-07
     589     7.11097e-07     7.35545e-07
     590     7.13648e-07     7.38034e-07
     591     7.16126e-07     7.40451e-07
     592     7.15818e-07     7.40081e-07
     593     7.17455e-07     7.41658e-07
     594     7.20436e-07     7.44578e-07
     595     7.19359e-07     7.43442e-07
     596     7.23261e-07     7.47284e-07
     597     7.21575e-07     7.45538e-07
     598     7.25890e-07     7.49793e-07
     599     7.27105e-07     7.50949e-07
     600     7.27277e-07     7.51061e-07
     601     7.27450e-07     7.51175e-07
     602     7.32155e-07     7.55823e-07
     603     7.31373e-07     7.54982e-07
     604     7.33016e-07     7.56567e-07
     605     7.33158e-07     7.56651e-07
     606     7.35839e-07     7.59274e-07
     607     7.40557e-07     7.63935e-07
     608     7.37932e-07     7.61252e-07
     609     7.36315e-07     7.59578e-07
     610     7.40796e-07     7.64002e-07
     611     7.40486e-07     7.63636e-07
     612     7.43233e-07     7.66326e-07
     613     7.44209e-07     7.67245e-07
     614     7.46900e-07     7.69882e-07
     615     7.47435e-07     7.70362e-07
     616     7.46832e-07     7.69702e-07
     617     7.49132e-07     7.71947e-07
     618     7.49755e-07     7.72515e-07
     619     7.52407e-07     7.75111e-07
     620     7.52453e-07     7.75104e-07
     621     7.53514e-07     7.76110e-07
     622     7.53304e-07     7.75847e-07
     623     7.56609e-07     7.79096e-07
     624     7.53696e-07     7.76130e-07
     625     7.57949e-07     7.80330e-07
     626     7.57258e-07     7.79585e-07
     627     7.60023e-07     7.82299e-07
     628     7.63996e-07     7.86218e-07
     629     7.61635e-07     7.83803e-07
     630     7.61243e-07     7.83360e-07
     631     7.65656e-07     7.87721e-07
     632     7.65068e-07     7.87081e-07
     633     7.68558e-07     7.90519e-07
     634     7.67679e-07     7.89588e-07
     635     7.68967e-07     7.90824e-07
     636     7.69312e-07     7.91117e-07
     637     7.71772e-07     7.93527e-07
     638     7.73027e-07     7.94731e-07
     639     7.75054e-07     7.96706e-07
     640     7.74602e-07     7.96204e-07
     641     7.74931e-07     7.96483e-07
     642     7.76869e-07     7.98371e-07
     643     7.77128e-07     7.98580e-07
     644     7.77164e-07     7.98566e-07
     645     7.80808e-07     8.02160e-07
     646     7.81175e-07     8.02478e-07
     647     7.84043e-07     8.05298e-07
     648     7.82514e-07     8.03719e-07
     649     7.81304e-07     8.02460e-07
     650     7.83607e-07     8.04714e-07
     651     7.85038e-07     8.06097e-07
     652     7.87452e-07     8.08463e-07
     653     7.86916e-07     8.07877e-07
     654     7.89997e-07     8.10911e-07
     655     7.91173e-07     8.12038e-07
     656     7.91642e-07     8.12460e-07
     657     7.90813e-07     8.11584e-07
     658     7.94302e-07     8.15026e-07
     659     7.96044e-07     8.16721e-07
     660     7.95243e-07     8.15872e-07
     661     7.95667e-07     8.16250e-07
     662     7.96540e-07     8.17076e-07
     663     7.96454e-07     8.16944e-07
     664     7.98826e-07     8.19269e-07
     665     8.01761e-07     8.22159e-07
     666     8.00249e-07     8.20599e-07
     667     8.02890e-07     8.23195e-07
     668     8.04694e-07     8.24953e-07
     669     8.01478e-07     8.21694e-07
     670     8.03922e-07     8.24092e-07
     671     8.03343e-07     8.23467e-07
     672     8.04812e-07     8.24892e-07
     673     8.04715e-07     8.24750e-07
     674     8.07641e-07     8.27631e-07
     675     8.09016e-07     8.28962e-07
     676     8.07682e-07     8.27582e-07
     677     8.10984e-07     8.30840e-07
     678     8.11567e-07     8.31379e-07
     679     8.11903e-07     8.31673e-07
     680     8.11901e-07     8.31627e-07
     681     8.13809e-07     8.33490e-07
     682     8.14194e-07     8.33833e-07
     683     8.13889e-07     8.33484e-07
     684     8.13486e-07     8.33039e-07
     685     8.17143e-07     8.36653e-07
     686     8.17000e-07     8.36465e-07
     687     8.19456e-07     8.38879e-07
     688     8.18267e-07     8.37648e-07
     689     8.18197e-07     8.37535e-07
     690     8.19375e-07     8.38673e-07
     691     8.22238e-07     8.41492e-07
     692     8.20422e-07     8.39634e-07
     693     8.19696e-07     8.38868e-07
     694     8.21972e-07     8.41102e-07
     695     8.22183e-07     8.41271e-07
     696     8.20803e-07     8.39850e-07
     697     8.22917e-07     8.41923e-07
     698     8.22611e-07     8.41576e-07
     699     8.25804e-07     8.44728e-07
     700     8.22957e-07     8.41840e-07
     701     8.28716e-07     8.47558e-07
     702     8.27952e-07     8.46755e-07
     703     8.28095e-07     8.46857e-07
     704     8.30074e-07     8.48797e-07
     705     8.29552e-07     8.48234e-07
     706     8.29557e-07     8.48199e-07
     707     8.30821e-07     8.49423e-07
     708     8.32547e-07     8.51109e-07
     709     8.30003e-07     8.48525e-07
     710     8.27753e-07     8.46236e-07
     711     8.32444e-07     8.50889e-07
     712     8.34278e-07     8.52683e-07
     713     8.36796e-07     8.55162e-07
     714     8.34708e-07     8.53035e-07
     715     8.34904e-07     8.53193e-07
     716     8.35039e-07     8.53288e-07
     717     8.37910e-07     8.56122e-07
     718     8.36026e-07     8.54200e-07
     719     8.37665e-07     8.55801e-07
     720     8.36795e-07     8.54891e-07
     721     8.38836e-07     8.56895e-07
     722     8.39584e-07     8.57605e-07
     723     8.39696e-07     8.57679e-07
     724     8.43649e-07     8.61596e-07
     725     8.40139e-07     8.58049e-07
     726     8.42562e-07     8.60433e-07
     727     8.42678e-07     8.60513e-07
     728     8.43646e-07     8.61443e-07
     729     8.44828e-07     8.62589e-07
     730     8.43522e-07     8.61247e-07
     731     8.45081e-07     8.62768e-07
