# Planck lensing noise curves.
# These curves have been low-pass filtered.
#    ell           Noise       Sig+Noise
    1438     2.26650e-06     2.27218e-06
    1439     2.26871e-06     2.27439e-06
    1440     2.27211e-06     2.27777e-06
    1441     2.27394e-06     2.27959e-06
    1442     2.27667e-06     2.28232e-06
    1443     2.27856e-06     2.28420e-06
    1444     2.28157e-06     2.28720e-06
    1445     2.28546e-06     2.29108e-06
    1446     2.28668e-06     2.29229e-06
    1447     2.29019e-06     2.29579e-06
    1448     2.29244e-06     2.29804e-06
    1449     2.29613e-06     2.30172e-06
    1450     2.29871e-06     2.30429e-06
    1451     2.30136e-06     2.30693e-06
    1452     2.30295e-06     2.30851e-06
    1453     2.30578e-06     2.31134e-06
    1454     2.30802e-06     2.31357e-06
    1455     2.31022e-06     2.31576e-06
    1456     2.31223e-06     2.31777e-06
    1457     2.31472e-06     2.32025e-06
    1458     2.31724e-06     2.32276e-06
    1459     2.32080e-06     2.32632e-06
    1460     2.32296e-06     2.32847e-06
    1461     2.32624e-06     2.33174e-06
    1462     2.32895e-06     2.33444e-06
    1463     2.33150e-06     2.33698e-06
    1464     2.33477e-06     2.34025e-06
    1465     2.33640e-06     2.34186e-06
    1466     2.33942e-06     2.34488e-06
    1467     2.34072e-06     2.34617e-06
    1468     2.34415e-06     2.34959e-06
    1469     2.34624e-06     2.35167e-06
    1470     2.34935e-06     2.35477e-06
    1471     2.35209e-06     2.35750e-06
    1472     2.35570e-06     2.36111e-06
    1473     2.35933e-06     2.36474e-06
    1474     2.36203e-06     2.36742e-06
    1475     2.36436e-06     2.36975e-06
    1476     2.36729e-06     2.37267e-06
    1477     2.37062e-06     2.37599e-06
    1478     2.37303e-06     2.37840e-06
    1479     2.37504e-06     2.38040e-06
    1480     2.37668e-06     2.38202e-06
    1481     2.37850e-06     2.38384e-06
    1482     2.38125e-06     2.38658e-06
    1483     2.38450e-06     2.38983e-06
    1484     2.38648e-06     2.39180e-06
    1485     2.38953e-06     2.39484e-06
    1486     2.39261e-06     2.39791e-06
    1487     2.39564e-06     2.40093e-06
    1488     2.39757e-06     2.40286e-06
    1489     2.40115e-06     2.40643e-06
    1490     2.40398e-06     2.40925e-06
    1491     2.40609e-06     2.41135e-06
    1492     2.40854e-06     2.41380e-06
    1493     2.40979e-06     2.41504e-06
    1494     2.41280e-06     2.41804e-06
    1495     2.41586e-06     2.42110e-06
    1496     2.41857e-06     2.42379e-06
    1497     2.42116e-06     2.42638e-06
    1498     2.42406e-06     2.42927e-06
    1499     2.42669e-06     2.43190e-06
    1500     2.43077e-06     2.43596e-06
    1501     2.43460e-06     2.43979e-06
    1502     2.43758e-06     2.44276e-06
    1503     2.44032e-06     2.44549e-06
    1504     2.44416e-06     2.44932e-06
    1505     2.44675e-06     2.45191e-06
    1506     2.44964e-06     2.45479e-06
    1507     2.45236e-06     2.45750e-06
    1508     2.45553e-06     2.46066e-06
    1509     2.45745e-06     2.46257e-06
    1510     2.45922e-06     2.46434e-06
    1511     2.46239e-06     2.46750e-06
    1512     2.46521e-06     2.47032e-06
    1513     2.46886e-06     2.47396e-06
    1514     2.47085e-06     2.47594e-06
    1515     2.47403e-06     2.47911e-06
    1516     2.47677e-06     2.48184e-06
    1517     2.48019e-06     2.48526e-06
    1518     2.48352e-06     2.48858e-06
    1519     2.48720e-06     2.49225e-06
    1520     2.48930e-06     2.49434e-06
    1521     2.49194e-06     2.49698e-06
    1522     2.49489e-06     2.49992e-06
    1523     2.49845e-06     2.50347e-06
    1524     2.50255e-06     2.50757e-06
    1525     2.50511e-06     2.51012e-06
    1526     2.50804e-06     2.51304e-06
    1527     2.51167e-06     2.51666e-06
    1528     2.51402e-06     2.51901e-06
    1529     2.51769e-06     2.52267e-06
    1530     2.52127e-06     2.52624e-06
    1531     2.52471e-06     2.52967e-06
    1532     2.52814e-06     2.53310e-06
    1533     2.53234e-06     2.53729e-06
    1534     2.53647e-06     2.54141e-06
    1535     2.53942e-06     2.54436e-06
    1536     2.54201e-06     2.54694e-06
    1537     2.54392e-06     2.54884e-06
    1538     2.54552e-06     2.55044e-06
    1539     2.54810e-06     2.55300e-06
    1540     2.55122e-06     2.55612e-06
    1541     2.55397e-06     2.55886e-06
    1542     2.55673e-06     2.56161e-06
    1543     2.55867e-06     2.56355e-06
    1544     2.55931e-06     2.56418e-06
    1545     2.56286e-06     2.56772e-06
    1546     2.56636e-06     2.57121e-06
    1547     2.56835e-06     2.57320e-06
    1548     2.57162e-06     2.57647e-06
    1549     2.57354e-06     2.57838e-06
    1550     2.57578e-06     2.58061e-06
    1551     2.57812e-06     2.58294e-06
    1552     2.57996e-06     2.58477e-06
    1553     2.58185e-06     2.58666e-06
    1554     2.58359e-06     2.58839e-06
    1555     2.58522e-06     2.59001e-06
    1556     2.58787e-06     2.59266e-06
    1557     2.59089e-06     2.59567e-06
    1558     2.59460e-06     2.59937e-06
    1559     2.59758e-06     2.60235e-06
    1560     2.60002e-06     2.60477e-06
    1561     2.60106e-06     2.60581e-06
    1562     2.60433e-06     2.60908e-06
    1563     2.60602e-06     2.61075e-06
    1564     2.60910e-06     2.61383e-06
    1565     2.61051e-06     2.61523e-06
    1566     2.61161e-06     2.61632e-06
    1567     2.61407e-06     2.61878e-06
    1568     2.61624e-06     2.62094e-06
    1569     2.61918e-06     2.62387e-06
    1570     2.62234e-06     2.62702e-06
    1571     2.62345e-06     2.62813e-06
    1572     2.62539e-06     2.63006e-06
    1573     2.62761e-06     2.63227e-06
    1574     2.62974e-06     2.63440e-06
    1575     2.63256e-06     2.63721e-06
    1576     2.63484e-06     2.63948e-06
    1577     2.63701e-06     2.64165e-06
    1578     2.63831e-06     2.64294e-06
    1579     2.63935e-06     2.64397e-06
    1580     2.64128e-06     2.64589e-06
    1581     2.64441e-06     2.64902e-06
    1582     2.64490e-06     2.64950e-06
    1583     2.64794e-06     2.65254e-06
    1584     2.64912e-06     2.65371e-06
    1585     2.65116e-06     2.65574e-06
    1586     2.65311e-06     2.65769e-06
    1587     2.65576e-06     2.66032e-06
    1588     2.65776e-06     2.66232e-06
    1589     2.65861e-06     2.66316e-06
    1590     2.66044e-06     2.66499e-06
    1591     2.66283e-06     2.66737e-06
    1592     2.66589e-06     2.67043e-06
    1593     2.66689e-06     2.67142e-06
    1594     2.66867e-06     2.67319e-06
    1595     2.67008e-06     2.67460e-06
    1596     2.67119e-06     2.67569e-06
    1597     2.67164e-06     2.67614e-06
    1598     2.67277e-06     2.67726e-06
    1599     2.67369e-06     2.67818e-06
    1600     2.67434e-06     2.67882e-06
    1601     2.67513e-06     2.67960e-06
    1602     2.67715e-06     2.68161e-06
    1603     2.67756e-06     2.68202e-06
    1604     2.67834e-06     2.68280e-06
    1605     2.68012e-06     2.68457e-06
    1606     2.68186e-06     2.68630e-06
    1607     2.68340e-06     2.68783e-06
    1608     2.68472e-06     2.68914e-06
    1609     2.68684e-06     2.69126e-06
    1610     2.68760e-06     2.69201e-06
    1611     2.68859e-06     2.69299e-06
    1612     2.68854e-06     2.69294e-06
    1613     2.69014e-06     2.69453e-06
    1614     2.69176e-06     2.69614e-06
    1615     2.69301e-06     2.69739e-06
    1616     2.69462e-06     2.69899e-06
    1617     2.69638e-06     2.70074e-06
    1618     2.69745e-06     2.70181e-06
    1619     2.69925e-06     2.70360e-06
    1620     2.70105e-06     2.70539e-06
    1621     2.70282e-06     2.70715e-06
    1622     2.70298e-06     2.70731e-06
    1623     2.70475e-06     2.70907e-06
    1624     2.70619e-06     2.71051e-06
    1625     2.70763e-06     2.71193e-06
    1626     2.70896e-06     2.71326e-06
    1627     2.70970e-06     2.71399e-06
    1628     2.71047e-06     2.71476e-06
    1629     2.71137e-06     2.71565e-06
    1630     2.71144e-06     2.71572e-06
    1631     2.71275e-06     2.71702e-06
    1632     2.71401e-06     2.71827e-06
    1633     2.71472e-06     2.71898e-06
    1634     2.71550e-06     2.71975e-06
    1635     2.71674e-06     2.72099e-06
    1636     2.71769e-06     2.72193e-06
    1637     2.71758e-06     2.72181e-06
    1638     2.71776e-06     2.72198e-06
    1639     2.71887e-06     2.72308e-06
    1640     2.71999e-06     2.72420e-06
    1641     2.71935e-06     2.72356e-06
    1642     2.71878e-06     2.72298e-06
    1643     2.71957e-06     2.72375e-06
    1644     2.71959e-06     2.72377e-06
    1645     2.71930e-06     2.72347e-06
    1646     2.71837e-06     2.72254e-06
    1647     2.71711e-06     2.72127e-06
    1648     2.71587e-06     2.72003e-06
    1649     2.71587e-06     2.72002e-06
    1650     2.71723e-06     2.72138e-06
    1651     2.71803e-06     2.72216e-06
    1652     2.71780e-06     2.72193e-06
    1653     2.71745e-06     2.72157e-06
    1654     2.71801e-06     2.72213e-06
    1655     2.71803e-06     2.72214e-06
    1656     2.71864e-06     2.72274e-06
    1657     2.71917e-06     2.72327e-06
    1658     2.72076e-06     2.72485e-06
    1659     2.72014e-06     2.72423e-06
    1660     2.71991e-06     2.72399e-06
    1661     2.72129e-06     2.72536e-06
    1662     2.72278e-06     2.72684e-06
    1663     2.72179e-06     2.72585e-06
    1664     2.72336e-06     2.72741e-06
    1665     2.72371e-06     2.72775e-06
    1666     2.72330e-06     2.72734e-06
    1667     2.72486e-06     2.72889e-06
    1668     2.72610e-06     2.73013e-06
    1669     2.72602e-06     2.73004e-06
    1670     2.72497e-06     2.72898e-06
    1671     2.72402e-06     2.72803e-06
    1672     2.72431e-06     2.72831e-06
    1673     2.72411e-06     2.72811e-06
    1674     2.72338e-06     2.72737e-06
    1675     2.72339e-06     2.72737e-06
    1676     2.72200e-06     2.72598e-06
    1677     2.72285e-06     2.72682e-06
    1678     2.72284e-06     2.72680e-06
    1679     2.72351e-06     2.72747e-06
    1680     2.72366e-06     2.72761e-06
    1681     2.72376e-06     2.72770e-06
    1682     2.72526e-06     2.72920e-06
    1683     2.72547e-06     2.72940e-06
    1684     2.72371e-06     2.72763e-06
    1685     2.72296e-06     2.72688e-06
    1686     2.72284e-06     2.72675e-06
    1687     2.72257e-06     2.72647e-06
    1688     2.72206e-06     2.72596e-06
    1689     2.72260e-06     2.72649e-06
    1690     2.72214e-06     2.72603e-06
    1691     2.72245e-06     2.72633e-06
    1692     2.72236e-06     2.72624e-06
    1693     2.72299e-06     2.72685e-06
    1694     2.72254e-06     2.72640e-06
    1695     2.72134e-06     2.72519e-06
    1696     2.72116e-06     2.72500e-06
    1697     2.72059e-06     2.72443e-06
    1698     2.71964e-06     2.72347e-06
    1699     2.71943e-06     2.72326e-06
    1700     2.71953e-06     2.72336e-06
    1701     2.71858e-06     2.72239e-06
    1702     2.71770e-06     2.72151e-06
    1703     2.71853e-06     2.72233e-06
    1704     2.71933e-06     2.72313e-06
    1705     2.71905e-06     2.72284e-06
    1706     2.71886e-06     2.72265e-06
    1707     2.71831e-06     2.72209e-06
    1708     2.71880e-06     2.72257e-06
    1709     2.71802e-06     2.72179e-06
    1710     2.71909e-06     2.72285e-06
    1711     2.71909e-06     2.72284e-06
    1712     2.71853e-06     2.72228e-06
    1713     2.71741e-06     2.72115e-06
    1714     2.71699e-06     2.72072e-06
    1715     2.71728e-06     2.72101e-06
    1716     2.71788e-06     2.72160e-06
    1717     2.71653e-06     2.72024e-06
    1718     2.71609e-06     2.71980e-06
    1719     2.71571e-06     2.71941e-06
    1720     2.71555e-06     2.71925e-06
    1721     2.71534e-06     2.71902e-06
    1722     2.71472e-06     2.71840e-06
    1723     2.71329e-06     2.71696e-06
    1724     2.71273e-06     2.71640e-06
    1725     2.71251e-06     2.71617e-06
    1726     2.71259e-06     2.71624e-06
    1727     2.71229e-06     2.71594e-06
    1728     2.71072e-06     2.71436e-06
    1729     2.71049e-06     2.71413e-06
    1730     2.70995e-06     2.71358e-06
    1731     2.70824e-06     2.71187e-06
    1732     2.70733e-06     2.71095e-06
    1733     2.70662e-06     2.71023e-06
    1734     2.70589e-06     2.70950e-06
    1735     2.70568e-06     2.70928e-06
    1736     2.70470e-06     2.70829e-06
    1737     2.70468e-06     2.70827e-06
    1738     2.70441e-06     2.70799e-06
    1739     2.70283e-06     2.70640e-06
    1740     2.70136e-06     2.70493e-06
    1741     2.70043e-06     2.70400e-06
    1742     2.69910e-06     2.70266e-06
    1743     2.69893e-06     2.70248e-06
    1744     2.69848e-06     2.70203e-06
    1745     2.69786e-06     2.70140e-06
    1746     2.69727e-06     2.70081e-06
    1747     2.69697e-06     2.70050e-06
    1748     2.69726e-06     2.70078e-06
    1749     2.69546e-06     2.69898e-06
    1750     2.69501e-06     2.69852e-06
    1751     2.69512e-06     2.69863e-06
    1752     2.69609e-06     2.69959e-06
    1753     2.69550e-06     2.69899e-06
    1754     2.69532e-06     2.69881e-06
    1755     2.69472e-06     2.69820e-06
    1756     2.69469e-06     2.69817e-06
    1757     2.69436e-06     2.69783e-06
    1758     2.69427e-06     2.69773e-06
    1759     2.69478e-06     2.69823e-06
    1760     2.69381e-06     2.69726e-06
    1761     2.69361e-06     2.69706e-06
    1762     2.69318e-06     2.69662e-06
    1763     2.69231e-06     2.69574e-06
    1764     2.69228e-06     2.69570e-06
    1765     2.69186e-06     2.69528e-06
    1766     2.69107e-06     2.69449e-06
    1767     2.69015e-06     2.69356e-06
    1768     2.69015e-06     2.69355e-06
    1769     2.69097e-06     2.69437e-06
    1770     2.69055e-06     2.69394e-06
    1771     2.68968e-06     2.69306e-06
    1772     2.68849e-06     2.69186e-06
    1773     2.68885e-06     2.69222e-06
    1774     2.68921e-06     2.69258e-06
    1775     2.68915e-06     2.69251e-06
    1776     2.68950e-06     2.69285e-06
    1777     2.68928e-06     2.69263e-06
    1778     2.68922e-06     2.69256e-06
    1779     2.68859e-06     2.69193e-06
    1780     2.68892e-06     2.69225e-06
    1781     2.68866e-06     2.69199e-06
    1782     2.68846e-06     2.69177e-06
    1783     2.68766e-06     2.69097e-06
    1784     2.68646e-06     2.68977e-06
    1785     2.68598e-06     2.68928e-06
    1786     2.68565e-06     2.68895e-06
    1787     2.68568e-06     2.68897e-06
    1788     2.68539e-06     2.68867e-06
    1789     2.68470e-06     2.68798e-06
    1790     2.68463e-06     2.68790e-06
    1791     2.68500e-06     2.68827e-06
    1792     2.68577e-06     2.68903e-06
    1793     2.68648e-06     2.68973e-06
    1794     2.68556e-06     2.68880e-06
    1795     2.68576e-06     2.68900e-06
    1796     2.68500e-06     2.68824e-06
    1797     2.68461e-06     2.68784e-06
    1798     2.68335e-06     2.68658e-06
    1799     2.68311e-06     2.68633e-06
    1800     2.68276e-06     2.68597e-06
    1801     2.68270e-06     2.68590e-06
    1802     2.68191e-06     2.68511e-06
    1803     2.68323e-06     2.68642e-06
    1804     2.68285e-06     2.68603e-06
    1805     2.68387e-06     2.68705e-06
    1806     2.68456e-06     2.68774e-06
    1807     2.68435e-06     2.68752e-06
    1808     2.68497e-06     2.68814e-06
    1809     2.68500e-06     2.68816e-06
    1810     2.68387e-06     2.68702e-06
    1811     2.68486e-06     2.68800e-06
    1812     2.68383e-06     2.68697e-06
    1813     2.68277e-06     2.68591e-06
    1814     2.68272e-06     2.68585e-06
    1815     2.68266e-06     2.68579e-06
    1816     2.68259e-06     2.68570e-06
    1817     2.68235e-06     2.68547e-06
    1818     2.68217e-06     2.68528e-06
    1819     2.68219e-06     2.68529e-06
    1820     2.68193e-06     2.68503e-06
    1821     2.68191e-06     2.68500e-06
    1822     2.68239e-06     2.68548e-06
    1823     2.68246e-06     2.68554e-06
    1824     2.68303e-06     2.68611e-06
    1825     2.68251e-06     2.68558e-06
    1826     2.68279e-06     2.68585e-06
    1827     2.68200e-06     2.68506e-06
    1828     2.68073e-06     2.68378e-06
    1829     2.68182e-06     2.68486e-06
    1830     2.68297e-06     2.68601e-06
    1831     2.68240e-06     2.68543e-06
    1832     2.68277e-06     2.68579e-06
    1833     2.68328e-06     2.68630e-06
    1834     2.68319e-06     2.68620e-06
    1835     2.68269e-06     2.68570e-06
    1836     2.68273e-06     2.68574e-06
    1837     2.68258e-06     2.68558e-06
    1838     2.68281e-06     2.68580e-06
    1839     2.68224e-06     2.68522e-06
    1840     2.68310e-06     2.68608e-06
    1841     2.68291e-06     2.68588e-06
    1842     2.68408e-06     2.68705e-06
    1843     2.68277e-06     2.68573e-06
    1844     2.68255e-06     2.68551e-06
    1845     2.68101e-06     2.68396e-06
    1846     2.68064e-06     2.68358e-06
    1847     2.68095e-06     2.68389e-06
    1848     2.68060e-06     2.68353e-06
    1849     2.67903e-06     2.68196e-06
    1850     2.67773e-06     2.68065e-06
    1851     2.67746e-06     2.68038e-06
    1852     2.67664e-06     2.67955e-06
    1853     2.67598e-06     2.67889e-06
    1854     2.67540e-06     2.67830e-06
    1855     2.67438e-06     2.67727e-06
    1856     2.67323e-06     2.67612e-06
    1857     2.67379e-06     2.67667e-06
    1858     2.67366e-06     2.67654e-06
    1859     2.67408e-06     2.67696e-06
    1860     2.67289e-06     2.67575e-06
    1861     2.67289e-06     2.67575e-06
    1862     2.67142e-06     2.67427e-06
    1863     2.67164e-06     2.67449e-06
    1864     2.67040e-06     2.67325e-06
    1865     2.67059e-06     2.67343e-06
    1866     2.66826e-06     2.67109e-06
    1867     2.66667e-06     2.66950e-06
    1868     2.66615e-06     2.66897e-06
    1869     2.66466e-06     2.66747e-06
    1870     2.66395e-06     2.66676e-06
    1871     2.66282e-06     2.66562e-06
    1872     2.66227e-06     2.66507e-06
    1873     2.66180e-06     2.66459e-06
    1874     2.66136e-06     2.66414e-06
    1875     2.66229e-06     2.66507e-06
    1876     2.66233e-06     2.66510e-06
    1877     2.66061e-06     2.66338e-06
    1878     2.66033e-06     2.66310e-06
    1879     2.65825e-06     2.66102e-06
    1880     2.65748e-06     2.66024e-06
    1881     2.65581e-06     2.65856e-06
    1882     2.65408e-06     2.65683e-06
    1883     2.65237e-06     2.65510e-06
    1884     2.65167e-06     2.65441e-06
    1885     2.65052e-06     2.65325e-06
    1886     2.65015e-06     2.65288e-06
    1887     2.64872e-06     2.65144e-06
    1888     2.64729e-06     2.65000e-06
    1889     2.64577e-06     2.64848e-06
    1890     2.64462e-06     2.64732e-06
    1891     2.64340e-06     2.64610e-06
    1892     2.64115e-06     2.64383e-06
    1893     2.63956e-06     2.64225e-06
    1894     2.63828e-06     2.64096e-06
    1895     2.63569e-06     2.63836e-06
    1896     2.63304e-06     2.63570e-06
    1897     2.63240e-06     2.63506e-06
    1898     2.62953e-06     2.63218e-06
    1899     2.62793e-06     2.63058e-06
    1900     2.62575e-06     2.62840e-06
    1901     2.62410e-06     2.62674e-06
    1902     2.62247e-06     2.62511e-06
    1903     2.61992e-06     2.62255e-06
    1904     2.61836e-06     2.62098e-06
    1905     2.61617e-06     2.61879e-06
    1906     2.61450e-06     2.61711e-06
    1907     2.61346e-06     2.61607e-06
    1908     2.61196e-06     2.61456e-06
    1909     2.61136e-06     2.61395e-06
    1910     2.60993e-06     2.61252e-06
    1911     2.60745e-06     2.61003e-06
    1912     2.60625e-06     2.60883e-06
    1913     2.60407e-06     2.60664e-06
    1914     2.60191e-06     2.60448e-06
    1915     2.59928e-06     2.60184e-06
    1916     2.59742e-06     2.59998e-06
    1917     2.59437e-06     2.59692e-06
    1918     2.59281e-06     2.59535e-06
    1919     2.59140e-06     2.59394e-06
    1920     2.58927e-06     2.59181e-06
    1921     2.58666e-06     2.58920e-06
    1922     2.58433e-06     2.58685e-06
    1923     2.58366e-06     2.58618e-06
    1924     2.58047e-06     2.58298e-06
    1925     2.57770e-06     2.58021e-06
    1926     2.57587e-06     2.57837e-06
    1927     2.57325e-06     2.57575e-06
    1928     2.57005e-06     2.57254e-06
    1929     2.56694e-06     2.56942e-06
    1930     2.56359e-06     2.56607e-06
    1931     2.56015e-06     2.56262e-06
    1932     2.55550e-06     2.55797e-06
    1933     2.55236e-06     2.55483e-06
    1934     2.54909e-06     2.55155e-06
    1935     2.54594e-06     2.54840e-06
    1936     2.54262e-06     2.54507e-06
    1937     2.53997e-06     2.54242e-06
    1938     2.53693e-06     2.53937e-06
    1939     2.53386e-06     2.53629e-06
    1940     2.53001e-06     2.53244e-06
    1941     2.52711e-06     2.52953e-06
    1942     2.52408e-06     2.52650e-06
    1943     2.51985e-06     2.52226e-06
    1944     2.51721e-06     2.51962e-06
    1945     2.51447e-06     2.51688e-06
    1946     2.51100e-06     2.51340e-06
    1947     2.50842e-06     2.51081e-06
    1948     2.50543e-06     2.50782e-06
    1949     2.50246e-06     2.50484e-06
    1950     2.49888e-06     2.50126e-06
    1951     2.49645e-06     2.49882e-06
    1952     2.49383e-06     2.49620e-06
    1953     2.49050e-06     2.49286e-06
    1954     2.48679e-06     2.48915e-06
    1955     2.48424e-06     2.48659e-06
    1956     2.48116e-06     2.48350e-06
    1957     2.47756e-06     2.47990e-06
    1958     2.47361e-06     2.47595e-06
    1959     2.46901e-06     2.47134e-06
    1960     2.46559e-06     2.46792e-06
    1961     2.46196e-06     2.46428e-06
    1962     2.45939e-06     2.46171e-06
    1963     2.45511e-06     2.45742e-06
    1964     2.45132e-06     2.45363e-06
    1965     2.44739e-06     2.44968e-06
    1966     2.44308e-06     2.44537e-06
    1967     2.43874e-06     2.44103e-06
    1968     2.43467e-06     2.43696e-06
    1969     2.43022e-06     2.43250e-06
    1970     2.42685e-06     2.42912e-06
    1971     2.42250e-06     2.42477e-06
    1972     2.41896e-06     2.42122e-06
    1973     2.41448e-06     2.41674e-06
    1974     2.41044e-06     2.41269e-06
    1975     2.40594e-06     2.40818e-06
    1976     2.40143e-06     2.40367e-06
    1977     2.39755e-06     2.39979e-06
    1978     2.39307e-06     2.39530e-06
    1979     2.38995e-06     2.39218e-06
    1980     2.38546e-06     2.38768e-06
    1981     2.38145e-06     2.38367e-06
    1982     2.37594e-06     2.37816e-06
    1983     2.37258e-06     2.37478e-06
    1984     2.36778e-06     2.36998e-06
    1985     2.36350e-06     2.36569e-06
    1986     2.35811e-06     2.36030e-06
    1987     2.35402e-06     2.35620e-06
    1988     2.34990e-06     2.35208e-06
    1989     2.34585e-06     2.34803e-06
    1990     2.34085e-06     2.34302e-06
    1991     2.33647e-06     2.33863e-06
    1992     2.33200e-06     2.33416e-06
    1993     2.32774e-06     2.32989e-06
    1994     2.32348e-06     2.32563e-06
    1995     2.31875e-06     2.32089e-06
    1996     2.31502e-06     2.31716e-06
    1997     2.30983e-06     2.31196e-06
    1998     2.30567e-06     2.30780e-06
    1999     2.30081e-06     2.30293e-06
    2000     2.29724e-06     2.29936e-06
    2001     2.29283e-06     2.29494e-06
    2002     2.28800e-06     2.29011e-06
    2003     2.28371e-06     2.28581e-06
    2004     2.27955e-06     2.28165e-06
    2005     2.27565e-06     2.27774e-06
    2006     2.27245e-06     2.27454e-06
    2007     2.26850e-06     2.27058e-06
    2008     2.26364e-06     2.26572e-06
    2009     2.25931e-06     2.26139e-06
    2010     2.25544e-06     2.25750e-06
    2011     2.25078e-06     2.25285e-06
    2012     2.24678e-06     2.24884e-06
    2013     2.24277e-06     2.24482e-06
    2014     2.23867e-06     2.24072e-06
    2015     2.23434e-06     2.23638e-06
    2016     2.22994e-06     2.23198e-06
    2017     2.22646e-06     2.22849e-06
    2018     2.22239e-06     2.22442e-06
    2019     2.21784e-06     2.21987e-06
    2020     2.21364e-06     2.21566e-06
    2021     2.20894e-06     2.21095e-06
    2022     2.20503e-06     2.20704e-06
    2023     2.19988e-06     2.20188e-06
    2024     2.19633e-06     2.19833e-06
    2025     2.19188e-06     2.19387e-06
    2026     2.18726e-06     2.18925e-06
    2027     2.18261e-06     2.18460e-06
    2028     2.17840e-06     2.18038e-06
    2029     2.17336e-06     2.17533e-06
    2030     2.16937e-06     2.17134e-06
    2031     2.16555e-06     2.16752e-06
    2032     2.16070e-06     2.16266e-06
    2033     2.15634e-06     2.15829e-06
    2034     2.15162e-06     2.15357e-06
    2035     2.14752e-06     2.14947e-06
    2036     2.14328e-06     2.14522e-06
    2037     2.13896e-06     2.14089e-06
    2038     2.13436e-06     2.13630e-06
    2039     2.13049e-06     2.13241e-06
    2040     2.12592e-06     2.12784e-06
    2041     2.12085e-06     2.12277e-06
    2042     2.11687e-06     2.11879e-06
    2043     2.11323e-06     2.11513e-06
    2044     2.10787e-06     2.10977e-06
    2045     2.10299e-06     2.10489e-06
    2046     2.09843e-06     2.10033e-06
    2047     2.09315e-06     2.09504e-06
    2048     2.08855e-06     2.09043e-06
    2049     2.08438e-06     2.08626e-06
    2050     2.07963e-06     2.08150e-06
    2051     2.07476e-06     2.07663e-06
    2052     2.07106e-06     2.07292e-06
    2053     2.06573e-06     2.06759e-06
    2054     2.06123e-06     2.06309e-06
    2055     2.05685e-06     2.05870e-06
    2056     2.05208e-06     2.05392e-06
    2057     2.04730e-06     2.04914e-06
    2058     2.04323e-06     2.04506e-06
    2059     2.03840e-06     2.04023e-06
    2060     2.03448e-06     2.03631e-06
    2061     2.03023e-06     2.03205e-06
    2062     2.02568e-06     2.02750e-06
    2063     2.02168e-06     2.02349e-06
    2064     2.01769e-06     2.01950e-06
    2065     2.01330e-06     2.01510e-06
    2066     2.00962e-06     2.01142e-06
    2067     2.00593e-06     2.00772e-06
    2068     2.00202e-06     2.00381e-06
    2069     1.99753e-06     1.99931e-06
    2070     1.99324e-06     1.99502e-06
    2071     1.98970e-06     1.99147e-06
    2072     1.98513e-06     1.98690e-06
    2073     1.98212e-06     1.98389e-06
    2074     1.97880e-06     1.98055e-06
    2075     1.97496e-06     1.97671e-06
    2076     1.97108e-06     1.97282e-06
    2077     1.96668e-06     1.96842e-06
    2078     1.96298e-06     1.96472e-06
    2079     1.95891e-06     1.96064e-06
    2080     1.95465e-06     1.95638e-06
    2081     1.95180e-06     1.95352e-06
    2082     1.94811e-06     1.94983e-06
    2083     1.94357e-06     1.94529e-06
    2084     1.93982e-06     1.94153e-06
    2085     1.93592e-06     1.93763e-06
    2086     1.93155e-06     1.93326e-06
    2087     1.92738e-06     1.92908e-06
    2088     1.92375e-06     1.92544e-06
    2089     1.92014e-06     1.92183e-06
    2090     1.91622e-06     1.91791e-06
    2091     1.91163e-06     1.91331e-06
    2092     1.90778e-06     1.90946e-06
    2093     1.90381e-06     1.90548e-06
    2094     1.89947e-06     1.90114e-06
    2095     1.89464e-06     1.89631e-06
    2096     1.89027e-06     1.89192e-06
    2097     1.88631e-06     1.88796e-06
    2098     1.88232e-06     1.88396e-06
    2099     1.87883e-06     1.88047e-06
    2100     1.87470e-06     1.87634e-06
    2101     1.87026e-06     1.87190e-06
    2102     1.86625e-06     1.86788e-06
    2103     1.86236e-06     1.86398e-06
    2104     1.85813e-06     1.85975e-06
    2105     1.85459e-06     1.85620e-06
    2106     1.85092e-06     1.85253e-06
    2107     1.84747e-06     1.84908e-06
    2108     1.84350e-06     1.84510e-06
    2109     1.83938e-06     1.84097e-06
    2110     1.83552e-06     1.83712e-06
    2111     1.83211e-06     1.83370e-06
    2112     1.82906e-06     1.83065e-06
    2113     1.82554e-06     1.82712e-06
    2114     1.82203e-06     1.82361e-06
    2115     1.81869e-06     1.82026e-06
    2116     1.81550e-06     1.81707e-06
    2117     1.81255e-06     1.81411e-06
    2118     1.80872e-06     1.81027e-06
    2119     1.80516e-06     1.80671e-06
    2120     1.80157e-06     1.80312e-06
    2121     1.79788e-06     1.79942e-06
    2122     1.79431e-06     1.79585e-06
    2123     1.79099e-06     1.79252e-06
    2124     1.78774e-06     1.78928e-06
    2125     1.78435e-06     1.78587e-06
    2126     1.78112e-06     1.78264e-06
    2127     1.77753e-06     1.77905e-06
    2128     1.77409e-06     1.77560e-06
    2129     1.77112e-06     1.77263e-06
    2130     1.76741e-06     1.76891e-06
    2131     1.76401e-06     1.76551e-06
    2132     1.75976e-06     1.76125e-06
    2133     1.75608e-06     1.75757e-06
    2134     1.75268e-06     1.75417e-06
