# Planck lensing noise curves.
# These curves have been low-pass filtered.
#    ell           Noise       Sig+Noise
     727     9.76547e-07     9.94382e-07
     728     9.76645e-07     9.94442e-07
     729     9.77498e-07     9.95259e-07
     730     9.78908e-07     9.96633e-07
     731     9.78782e-07     9.96469e-07
     732     9.78873e-07     9.96524e-07
     733     9.79705e-07     9.97319e-07
     734     9.79456e-07     9.97035e-07
     735     9.80614e-07     9.98156e-07
     736     9.81228e-07     9.98733e-07
     737     9.81147e-07     9.98617e-07
     738     9.81551e-07     9.98986e-07
     739     9.81860e-07     9.99259e-07
     740     9.82291e-07     9.99653e-07
     741     9.82515e-07     9.99842e-07
     742     9.83763e-07     1.00105e-06
     743     9.84030e-07     1.00129e-06
     744     9.84486e-07     1.00171e-06
     745     9.85386e-07     1.00257e-06
     746     9.86080e-07     1.00323e-06
     747     9.86441e-07     1.00356e-06
     748     9.87592e-07     1.00467e-06
     749     9.87921e-07     1.00497e-06
     750     9.87864e-07     1.00488e-06
     751     9.88589e-07     1.00557e-06
     752     9.89976e-07     1.00692e-06
     753     9.90271e-07     1.00718e-06
     754     9.91711e-07     1.00859e-06
     755     9.93067e-07     1.00991e-06
     756     9.93708e-07     1.01052e-06
     757     9.95266e-07     1.01204e-06
     758     9.96061e-07     1.01280e-06
     759     9.96769e-07     1.01348e-06
     760     9.97844e-07     1.01452e-06
     761     9.99179e-07     1.01582e-06
     762     9.99516e-07     1.01612e-06
     763     1.00010e-06     1.01667e-06
     764     1.00062e-06     1.01717e-06
     765     1.00088e-06     1.01739e-06
     766     1.00201e-06     1.01848e-06
     767     1.00334e-06     1.01978e-06
     768     1.00421e-06     1.02062e-06
     769     1.00602e-06     1.02240e-06
     770     1.00702e-06     1.02337e-06
     771     1.00879e-06     1.02511e-06
     772     1.00930e-06     1.02558e-06
     773     1.01033e-06     1.02658e-06
     774     1.01086e-06     1.02708e-06
     775     1.01122e-06     1.02741e-06
     776     1.01222e-06     1.02837e-06
     777     1.01302e-06     1.02914e-06
     778     1.01347e-06     1.02956e-06
     779     1.01478e-06     1.03084e-06
     780     1.01531e-06     1.03134e-06
     781     1.01601e-06     1.03200e-06
     782     1.01691e-06     1.03287e-06
     783     1.01849e-06     1.03443e-06
     784     1.01989e-06     1.03579e-06
     785     1.02085e-06     1.03672e-06
     786     1.02163e-06     1.03747e-06
     787     1.02177e-06     1.03758e-06
     788     1.02219e-06     1.03797e-06
     789     1.02251e-06     1.03826e-06
     790     1.02330e-06     1.03902e-06
     791     1.02393e-06     1.03962e-06
     792     1.02496e-06     1.04062e-06
     793     1.02564e-06     1.04127e-06
     794     1.02693e-06     1.04252e-06
     795     1.02712e-06     1.04269e-06
     796     1.02794e-06     1.04348e-06
     797     1.02835e-06     1.04386e-06
     798     1.02952e-06     1.04500e-06
     799     1.02966e-06     1.04510e-06
     800     1.03094e-06     1.04636e-06
     801     1.03187e-06     1.04726e-06
     802     1.03288e-06     1.04824e-06
     803     1.03331e-06     1.04864e-06
     804     1.03396e-06     1.04927e-06
     805     1.03438e-06     1.04966e-06
     806     1.03491e-06     1.05015e-06
     807     1.03631e-06     1.05153e-06
     808     1.03761e-06     1.05279e-06
     809     1.03860e-06     1.05375e-06
     810     1.03980e-06     1.05493e-06
     811     1.04055e-06     1.05565e-06
     812     1.04157e-06     1.05664e-06
     813     1.04284e-06     1.05788e-06
     814     1.04366e-06     1.05867e-06
     815     1.04590e-06     1.06088e-06
     816     1.04704e-06     1.06200e-06
     817     1.04911e-06     1.06404e-06
     818     1.05060e-06     1.06550e-06
     819     1.05220e-06     1.06707e-06
     820     1.05369e-06     1.06854e-06
     821     1.05434e-06     1.06915e-06
     822     1.05578e-06     1.07057e-06
     823     1.05762e-06     1.07238e-06
     824     1.05906e-06     1.07379e-06
     825     1.06065e-06     1.07535e-06
     826     1.06211e-06     1.07679e-06
     827     1.06274e-06     1.07739e-06
     828     1.06374e-06     1.07836e-06
     829     1.06527e-06     1.07987e-06
     830     1.06645e-06     1.08102e-06
     831     1.06789e-06     1.08244e-06
     832     1.06911e-06     1.08363e-06
     833     1.07062e-06     1.08511e-06
     834     1.07164e-06     1.08610e-06
     835     1.07217e-06     1.08661e-06
     836     1.07334e-06     1.08775e-06
     837     1.07414e-06     1.08852e-06
     838     1.07514e-06     1.08949e-06
     839     1.07609e-06     1.09042e-06
     840     1.07676e-06     1.09106e-06
     841     1.07877e-06     1.09305e-06
     842     1.07982e-06     1.09407e-06
     843     1.08050e-06     1.09472e-06
     844     1.08134e-06     1.09554e-06
     845     1.08269e-06     1.09686e-06
     846     1.08420e-06     1.09834e-06
     847     1.08618e-06     1.10030e-06
     848     1.08723e-06     1.10132e-06
     849     1.08818e-06     1.10225e-06
     850     1.08986e-06     1.10391e-06
     851     1.09102e-06     1.10504e-06
     852     1.09290e-06     1.10689e-06
     853     1.09414e-06     1.10811e-06
     854     1.09574e-06     1.10968e-06
     855     1.09686e-06     1.11077e-06
     856     1.09794e-06     1.11183e-06
     857     1.09879e-06     1.11266e-06
     858     1.10065e-06     1.11449e-06
     859     1.10224e-06     1.11605e-06
     860     1.10406e-06     1.11785e-06
     861     1.10451e-06     1.11827e-06
     862     1.10601e-06     1.11974e-06
     863     1.10767e-06     1.12138e-06
     864     1.10946e-06     1.12315e-06
     865     1.11036e-06     1.12402e-06
     866     1.11141e-06     1.12505e-06
     867     1.11275e-06     1.12636e-06
     868     1.11445e-06     1.12804e-06
     869     1.11559e-06     1.12915e-06
     870     1.11660e-06     1.13014e-06
     871     1.11805e-06     1.13157e-06
     872     1.11922e-06     1.13272e-06
     873     1.12110e-06     1.13456e-06
     874     1.12272e-06     1.13616e-06
     875     1.12515e-06     1.13857e-06
     876     1.12689e-06     1.14029e-06
     877     1.12894e-06     1.14231e-06
     878     1.13050e-06     1.14385e-06
     879     1.13189e-06     1.14522e-06
     880     1.13328e-06     1.14658e-06
     881     1.13546e-06     1.14873e-06
     882     1.13685e-06     1.15010e-06
     883     1.13858e-06     1.15181e-06
     884     1.13992e-06     1.15312e-06
     885     1.14227e-06     1.15545e-06
     886     1.14340e-06     1.15656e-06
     887     1.14504e-06     1.15818e-06
     888     1.14672e-06     1.15984e-06
     889     1.14881e-06     1.16190e-06
     890     1.15081e-06     1.16388e-06
     891     1.15186e-06     1.16490e-06
     892     1.15319e-06     1.16621e-06
     893     1.15472e-06     1.16772e-06
     894     1.15579e-06     1.16876e-06
     895     1.15735e-06     1.17030e-06
     896     1.15834e-06     1.17127e-06
     897     1.16001e-06     1.17291e-06
     898     1.16102e-06     1.17390e-06
     899     1.16341e-06     1.17627e-06
     900     1.16573e-06     1.17857e-06
     901     1.16789e-06     1.18070e-06
     902     1.16964e-06     1.18243e-06
     903     1.17136e-06     1.18413e-06
     904     1.17291e-06     1.18566e-06
     905     1.17481e-06     1.18753e-06
     906     1.17782e-06     1.19053e-06
     907     1.17922e-06     1.19190e-06
     908     1.18086e-06     1.19352e-06
     909     1.18261e-06     1.19525e-06
     910     1.18427e-06     1.19688e-06
     911     1.18672e-06     1.19931e-06
     912     1.18805e-06     1.20062e-06
     913     1.18940e-06     1.20195e-06
     914     1.19115e-06     1.20368e-06
     915     1.19283e-06     1.20534e-06
     916     1.19570e-06     1.20819e-06
     917     1.19712e-06     1.20959e-06
     918     1.19903e-06     1.21147e-06
     919     1.20009e-06     1.21251e-06
     920     1.20166e-06     1.21406e-06
     921     1.20275e-06     1.21513e-06
     922     1.20399e-06     1.21635e-06
     923     1.20502e-06     1.21735e-06
     924     1.20665e-06     1.21896e-06
     925     1.20818e-06     1.22047e-06
     926     1.20912e-06     1.22139e-06
     927     1.21077e-06     1.22302e-06
     928     1.21191e-06     1.22414e-06
     929     1.21344e-06     1.22565e-06
     930     1.21432e-06     1.22651e-06
     931     1.21593e-06     1.22810e-06
     932     1.21786e-06     1.23001e-06
     933     1.21979e-06     1.23191e-06
     934     1.22084e-06     1.23294e-06
     935     1.22178e-06     1.23386e-06
     936     1.22230e-06     1.23436e-06
     937     1.22407e-06     1.23612e-06
     938     1.22504e-06     1.23706e-06
     939     1.22646e-06     1.23846e-06
     940     1.22753e-06     1.23951e-06
     941     1.22865e-06     1.24061e-06
     942     1.23089e-06     1.24283e-06
     943     1.23218e-06     1.24410e-06
     944     1.23400e-06     1.24590e-06
     945     1.23435e-06     1.24623e-06
     946     1.23563e-06     1.24749e-06
     947     1.23713e-06     1.24897e-06
     948     1.23917e-06     1.25099e-06
     949     1.24106e-06     1.25286e-06
     950     1.24277e-06     1.25455e-06
     951     1.24429e-06     1.25605e-06
     952     1.24575e-06     1.25749e-06
     953     1.24632e-06     1.25804e-06
     954     1.24873e-06     1.26043e-06
     955     1.25028e-06     1.26196e-06
     956     1.25197e-06     1.26363e-06
     957     1.25261e-06     1.26425e-06
     958     1.25437e-06     1.26599e-06
     959     1.25558e-06     1.26718e-06
     960     1.25635e-06     1.26793e-06
     961     1.25806e-06     1.26962e-06
     962     1.25926e-06     1.27080e-06
     963     1.26159e-06     1.27311e-06
     964     1.26302e-06     1.27452e-06
     965     1.26555e-06     1.27703e-06
     966     1.26721e-06     1.27867e-06
     967     1.26823e-06     1.27968e-06
     968     1.26977e-06     1.28120e-06
     969     1.27071e-06     1.28212e-06
     970     1.27232e-06     1.28371e-06
     971     1.27349e-06     1.28486e-06
     972     1.27440e-06     1.28576e-06
     973     1.27693e-06     1.28827e-06
     974     1.27815e-06     1.28946e-06
     975     1.27952e-06     1.29081e-06
     976     1.28090e-06     1.29217e-06
     977     1.28299e-06     1.29424e-06
     978     1.28435e-06     1.29558e-06
     979     1.28602e-06     1.29724e-06
     980     1.28754e-06     1.29874e-06
     981     1.28949e-06     1.30067e-06
     982     1.29093e-06     1.30209e-06
     983     1.29227e-06     1.30341e-06
     984     1.29344e-06     1.30457e-06
     985     1.29432e-06     1.30542e-06
     986     1.29529e-06     1.30639e-06
     987     1.29666e-06     1.30773e-06
     988     1.29783e-06     1.30888e-06
     989     1.29834e-06     1.30937e-06
     990     1.29989e-06     1.31091e-06
     991     1.30103e-06     1.31203e-06
     992     1.30252e-06     1.31350e-06
     993     1.30278e-06     1.31374e-06
     994     1.30346e-06     1.31440e-06
     995     1.30530e-06     1.31623e-06
     996     1.30698e-06     1.31789e-06
     997     1.30846e-06     1.31936e-06
     998     1.30958e-06     1.32045e-06
     999     1.31074e-06     1.32159e-06
    1000     1.31309e-06     1.32393e-06
    1001     1.31387e-06     1.32469e-06
    1002     1.31511e-06     1.32592e-06
    1003     1.31647e-06     1.32726e-06
    1004     1.31836e-06     1.32913e-06
    1005     1.31964e-06     1.33039e-06
    1006     1.32137e-06     1.33210e-06
    1007     1.32300e-06     1.33372e-06
    1008     1.32401e-06     1.33471e-06
    1009     1.32544e-06     1.33612e-06
    1010     1.32673e-06     1.33740e-06
    1011     1.32733e-06     1.33797e-06
    1012     1.32905e-06     1.33968e-06
    1013     1.33090e-06     1.34151e-06
    1014     1.33300e-06     1.34359e-06
    1015     1.33408e-06     1.34466e-06
    1016     1.33537e-06     1.34593e-06
    1017     1.33583e-06     1.34637e-06
    1018     1.33748e-06     1.34801e-06
    1019     1.33932e-06     1.34983e-06
    1020     1.33977e-06     1.35026e-06
    1021     1.34162e-06     1.35210e-06
    1022     1.34281e-06     1.35327e-06
    1023     1.34367e-06     1.35411e-06
    1024     1.34356e-06     1.35399e-06
    1025     1.34447e-06     1.35488e-06
    1026     1.34512e-06     1.35551e-06
    1027     1.34697e-06     1.35734e-06
    1028     1.34791e-06     1.35826e-06
    1029     1.34899e-06     1.35934e-06
    1030     1.34970e-06     1.36002e-06
    1031     1.35147e-06     1.36178e-06
    1032     1.35224e-06     1.36253e-06
    1033     1.35356e-06     1.36384e-06
    1034     1.35389e-06     1.36415e-06
    1035     1.35423e-06     1.36447e-06
    1036     1.35584e-06     1.36607e-06
    1037     1.35718e-06     1.36739e-06
    1038     1.35800e-06     1.36819e-06
    1039     1.35851e-06     1.36869e-06
    1040     1.35935e-06     1.36951e-06
    1041     1.35992e-06     1.37006e-06
    1042     1.36083e-06     1.37096e-06
    1043     1.36193e-06     1.37204e-06
    1044     1.36341e-06     1.37351e-06
    1045     1.36458e-06     1.37466e-06
    1046     1.36562e-06     1.37569e-06
    1047     1.36604e-06     1.37608e-06
    1048     1.36811e-06     1.37814e-06
    1049     1.36874e-06     1.37876e-06
    1050     1.37023e-06     1.38023e-06
    1051     1.37134e-06     1.38133e-06
    1052     1.37205e-06     1.38202e-06
    1053     1.37239e-06     1.38235e-06
    1054     1.37386e-06     1.38380e-06
    1055     1.37519e-06     1.38511e-06
    1056     1.37552e-06     1.38543e-06
    1057     1.37702e-06     1.38691e-06
    1058     1.37829e-06     1.38817e-06
    1059     1.37902e-06     1.38888e-06
    1060     1.38082e-06     1.39066e-06
    1061     1.38255e-06     1.39238e-06
    1062     1.38380e-06     1.39361e-06
    1063     1.38516e-06     1.39496e-06
    1064     1.38624e-06     1.39602e-06
    1065     1.38766e-06     1.39743e-06
    1066     1.38961e-06     1.39936e-06
    1067     1.39053e-06     1.40026e-06
    1068     1.39127e-06     1.40099e-06
    1069     1.39311e-06     1.40281e-06
    1070     1.39425e-06     1.40395e-06
    1071     1.39624e-06     1.40592e-06
    1072     1.39830e-06     1.40796e-06
    1073     1.39987e-06     1.40952e-06
    1074     1.40132e-06     1.41095e-06
    1075     1.40384e-06     1.41345e-06
    1076     1.40472e-06     1.41432e-06
    1077     1.40609e-06     1.41568e-06
    1078     1.40773e-06     1.41730e-06
    1079     1.40971e-06     1.41927e-06
    1080     1.41026e-06     1.41980e-06
    1081     1.41078e-06     1.42030e-06
    1082     1.41211e-06     1.42162e-06
    1083     1.41289e-06     1.42239e-06
    1084     1.41451e-06     1.42399e-06
    1085     1.41589e-06     1.42536e-06
    1086     1.41681e-06     1.42626e-06
    1087     1.41779e-06     1.42723e-06
    1088     1.41905e-06     1.42848e-06
    1089     1.42134e-06     1.43075e-06
    1090     1.42249e-06     1.43188e-06
    1091     1.42349e-06     1.43287e-06
    1092     1.42545e-06     1.43481e-06
    1093     1.42698e-06     1.43633e-06
    1094     1.42840e-06     1.43773e-06
    1095     1.42886e-06     1.43818e-06
    1096     1.43047e-06     1.43978e-06
    1097     1.43142e-06     1.44072e-06
    1098     1.43296e-06     1.44224e-06
    1099     1.43409e-06     1.44335e-06
    1100     1.43613e-06     1.44538e-06
    1101     1.43819e-06     1.44743e-06
    1102     1.44008e-06     1.44930e-06
    1103     1.44188e-06     1.45109e-06
    1104     1.44362e-06     1.45282e-06
    1105     1.44494e-06     1.45412e-06
    1106     1.44637e-06     1.45554e-06
    1107     1.44833e-06     1.45748e-06
    1108     1.45003e-06     1.45917e-06
    1109     1.45122e-06     1.46035e-06
    1110     1.45336e-06     1.46247e-06
    1111     1.45530e-06     1.46440e-06
    1112     1.45633e-06     1.46541e-06
    1113     1.45848e-06     1.46754e-06
    1114     1.46023e-06     1.46929e-06
    1115     1.46210e-06     1.47114e-06
    1116     1.46345e-06     1.47248e-06
    1117     1.46576e-06     1.47477e-06
    1118     1.46753e-06     1.47653e-06
    1119     1.47012e-06     1.47911e-06
    1120     1.47166e-06     1.48063e-06
    1121     1.47330e-06     1.48226e-06
    1122     1.47443e-06     1.48338e-06
    1123     1.47655e-06     1.48548e-06
    1124     1.47814e-06     1.48706e-06
    1125     1.48045e-06     1.48936e-06
    1126     1.48273e-06     1.49162e-06
    1127     1.48498e-06     1.49386e-06
    1128     1.48687e-06     1.49573e-06
    1129     1.48892e-06     1.49777e-06
    1130     1.49017e-06     1.49901e-06
    1131     1.49155e-06     1.50037e-06
    1132     1.49312e-06     1.50193e-06
    1133     1.49501e-06     1.50381e-06
    1134     1.49657e-06     1.50536e-06
    1135     1.49815e-06     1.50692e-06
    1136     1.50076e-06     1.50952e-06
    1137     1.50219e-06     1.51093e-06
    1138     1.50355e-06     1.51228e-06
    1139     1.50505e-06     1.51377e-06
    1140     1.50708e-06     1.51578e-06
    1141     1.50903e-06     1.51772e-06
    1142     1.51182e-06     1.52050e-06
    1143     1.51365e-06     1.52232e-06
    1144     1.51617e-06     1.52482e-06
    1145     1.51828e-06     1.52692e-06
    1146     1.52046e-06     1.52909e-06
    1147     1.52242e-06     1.53103e-06
    1148     1.52470e-06     1.53330e-06
    1149     1.52662e-06     1.53521e-06
    1150     1.52946e-06     1.53803e-06
    1151     1.53185e-06     1.54041e-06
    1152     1.53403e-06     1.54258e-06
    1153     1.53583e-06     1.54437e-06
    1154     1.53831e-06     1.54683e-06
    1155     1.54136e-06     1.54987e-06
    1156     1.54405e-06     1.55255e-06
    1157     1.54658e-06     1.55506e-06
    1158     1.54891e-06     1.55738e-06
    1159     1.55089e-06     1.55935e-06
    1160     1.55289e-06     1.56134e-06
    1161     1.55561e-06     1.56405e-06
    1162     1.55715e-06     1.56557e-06
    1163     1.56004e-06     1.56845e-06
    1164     1.56234e-06     1.57073e-06
    1165     1.56437e-06     1.57275e-06
    1166     1.56636e-06     1.57473e-06
    1167     1.56892e-06     1.57728e-06
    1168     1.57111e-06     1.57946e-06
    1169     1.57303e-06     1.58136e-06
    1170     1.57585e-06     1.58417e-06
    1171     1.57751e-06     1.58582e-06
    1172     1.58091e-06     1.58920e-06
    1173     1.58296e-06     1.59125e-06
    1174     1.58581e-06     1.59409e-06
    1175     1.58751e-06     1.59578e-06
    1176     1.58943e-06     1.59768e-06
    1177     1.59207e-06     1.60031e-06
    1178     1.59470e-06     1.60293e-06
    1179     1.59729e-06     1.60550e-06
    1180     1.59996e-06     1.60816e-06
    1181     1.60178e-06     1.60997e-06
    1182     1.60489e-06     1.61306e-06
    1183     1.60703e-06     1.61519e-06
    1184     1.60972e-06     1.61787e-06
    1185     1.61235e-06     1.62049e-06
    1186     1.61513e-06     1.62326e-06
    1187     1.61766e-06     1.62578e-06
    1188     1.62069e-06     1.62880e-06
    1189     1.62345e-06     1.63154e-06
    1190     1.62494e-06     1.63302e-06
    1191     1.62784e-06     1.63591e-06
    1192     1.63049e-06     1.63855e-06
    1193     1.63421e-06     1.64226e-06
    1194     1.63671e-06     1.64474e-06
    1195     1.64010e-06     1.64812e-06
    1196     1.64331e-06     1.65133e-06
    1197     1.64593e-06     1.65393e-06
    1198     1.64866e-06     1.65665e-06
    1199     1.65101e-06     1.65898e-06
    1200     1.65454e-06     1.66251e-06
    1201     1.65780e-06     1.66576e-06
    1202     1.66064e-06     1.66858e-06
    1203     1.66228e-06     1.67021e-06
    1204     1.66473e-06     1.67265e-06
    1205     1.66705e-06     1.67495e-06
    1206     1.67022e-06     1.67811e-06
    1207     1.67319e-06     1.68108e-06
    1208     1.67586e-06     1.68374e-06
    1209     1.67817e-06     1.68603e-06
    1210     1.68180e-06     1.68965e-06
    1211     1.68507e-06     1.69291e-06
    1212     1.68715e-06     1.69498e-06
    1213     1.68951e-06     1.69732e-06
    1214     1.69215e-06     1.69995e-06
    1215     1.69520e-06     1.70299e-06
    1216     1.69709e-06     1.70488e-06
    1217     1.70081e-06     1.70858e-06
    1218     1.70417e-06     1.71193e-06
    1219     1.70800e-06     1.71575e-06
    1220     1.71015e-06     1.71788e-06
    1221     1.71334e-06     1.72106e-06
    1222     1.71562e-06     1.72333e-06
    1223     1.71931e-06     1.72701e-06
    1224     1.72217e-06     1.72986e-06
    1225     1.72511e-06     1.73279e-06
    1226     1.72771e-06     1.73538e-06
    1227     1.73004e-06     1.73769e-06
    1228     1.73256e-06     1.74021e-06
    1229     1.73626e-06     1.74390e-06
    1230     1.73928e-06     1.74691e-06
    1231     1.74236e-06     1.74997e-06
    1232     1.74575e-06     1.75335e-06
    1233     1.74870e-06     1.75629e-06
    1234     1.75203e-06     1.75961e-06
    1235     1.75473e-06     1.76230e-06
    1236     1.75796e-06     1.76552e-06
    1237     1.76048e-06     1.76803e-06
    1238     1.76356e-06     1.77110e-06
    1239     1.76637e-06     1.77390e-06
    1240     1.76922e-06     1.77674e-06
    1241     1.77167e-06     1.77918e-06
    1242     1.77487e-06     1.78236e-06
    1243     1.77799e-06     1.78547e-06
    1244     1.78154e-06     1.78901e-06
    1245     1.78547e-06     1.79293e-06
    1246     1.78875e-06     1.79621e-06
    1247     1.79234e-06     1.79978e-06
    1248     1.79517e-06     1.80260e-06
    1249     1.79857e-06     1.80599e-06
    1250     1.80146e-06     1.80887e-06
    1251     1.80444e-06     1.81183e-06
    1252     1.80683e-06     1.81422e-06
    1253     1.80931e-06     1.81669e-06
    1254     1.81161e-06     1.81898e-06
    1255     1.81420e-06     1.82156e-06
    1256     1.81785e-06     1.82520e-06
    1257     1.82012e-06     1.82746e-06
    1258     1.82218e-06     1.82950e-06
    1259     1.82500e-06     1.83232e-06
    1260     1.82878e-06     1.83608e-06
    1261     1.83248e-06     1.83977e-06
    1262     1.83537e-06     1.84265e-06
    1263     1.83842e-06     1.84570e-06
    1264     1.84067e-06     1.84793e-06
    1265     1.84349e-06     1.85074e-06
    1266     1.84641e-06     1.85365e-06
    1267     1.84908e-06     1.85631e-06
    1268     1.85293e-06     1.86015e-06
    1269     1.85518e-06     1.86239e-06
    1270     1.85812e-06     1.86532e-06
    1271     1.86116e-06     1.86835e-06
    1272     1.86432e-06     1.87150e-06
    1273     1.86739e-06     1.87456e-06
    1274     1.87102e-06     1.87818e-06
    1275     1.87393e-06     1.88108e-06
    1276     1.87615e-06     1.88329e-06
    1277     1.87957e-06     1.88670e-06
    1278     1.88303e-06     1.89015e-06
    1279     1.88602e-06     1.89313e-06
    1280     1.88782e-06     1.89491e-06
    1281     1.88993e-06     1.89701e-06
    1282     1.89346e-06     1.90054e-06
    1283     1.89583e-06     1.90290e-06
    1284     1.89901e-06     1.90606e-06
    1285     1.90124e-06     1.90829e-06
    1286     1.90272e-06     1.90976e-06
    1287     1.90447e-06     1.91150e-06
    1288     1.90651e-06     1.91353e-06
    1289     1.90985e-06     1.91686e-06
    1290     1.91192e-06     1.91892e-06
    1291     1.91423e-06     1.92122e-06
    1292     1.91711e-06     1.92409e-06
    1293     1.92027e-06     1.92724e-06
    1294     1.92291e-06     1.92987e-06
    1295     1.92571e-06     1.93266e-06
    1296     1.92841e-06     1.93535e-06
    1297     1.93136e-06     1.93829e-06
    1298     1.93343e-06     1.94035e-06
    1299     1.93647e-06     1.94338e-06
    1300     1.93966e-06     1.94656e-06
    1301     1.94236e-06     1.94925e-06
    1302     1.94527e-06     1.95215e-06
    1303     1.94876e-06     1.95563e-06
    1304     1.95147e-06     1.95833e-06
    1305     1.95506e-06     1.96191e-06
    1306     1.95861e-06     1.96545e-06
    1307     1.96246e-06     1.96930e-06
    1308     1.96515e-06     1.97197e-06
    1309     1.96758e-06     1.97439e-06
    1310     1.97065e-06     1.97746e-06
    1311     1.97307e-06     1.97986e-06
    1312     1.97520e-06     1.98199e-06
    1313     1.97755e-06     1.98432e-06
    1314     1.97937e-06     1.98614e-06
    1315     1.98212e-06     1.98887e-06
    1316     1.98553e-06     1.99227e-06
    1317     1.98728e-06     1.99401e-06
    1318     1.99013e-06     1.99685e-06
    1319     1.99214e-06     1.99886e-06
    1320     1.99515e-06     2.00186e-06
    1321     1.99785e-06     2.00455e-06
    1322     1.99961e-06     2.00630e-06
    1323     2.00221e-06     2.00889e-06
    1324     2.00455e-06     2.01122e-06
    1325     2.00694e-06     2.01360e-06
    1326     2.00983e-06     2.01648e-06
    1327     2.01226e-06     2.01890e-06
    1328     2.01482e-06     2.02145e-06
    1329     2.01704e-06     2.02366e-06
    1330     2.01954e-06     2.02615e-06
    1331     2.02161e-06     2.02821e-06
    1332     2.02444e-06     2.03104e-06
    1333     2.02688e-06     2.03347e-06
    1334     2.02991e-06     2.03649e-06
    1335     2.03214e-06     2.03871e-06
    1336     2.03422e-06     2.04077e-06
    1337     2.03785e-06     2.04440e-06
    1338     2.03982e-06     2.04636e-06
    1339     2.04248e-06     2.04901e-06
    1340     2.04521e-06     2.05173e-06
    1341     2.04779e-06     2.05430e-06
    1342     2.05051e-06     2.05701e-06
    1343     2.05271e-06     2.05921e-06
    1344     2.05510e-06     2.06158e-06
    1345     2.05686e-06     2.06334e-06
    1346     2.05888e-06     2.06534e-06
    1347     2.06100e-06     2.06746e-06
    1348     2.06386e-06     2.07030e-06
    1349     2.06620e-06     2.07264e-06
    1350     2.06883e-06     2.07526e-06
    1351     2.07151e-06     2.07793e-06
    1352     2.07359e-06     2.08000e-06
    1353     2.07569e-06     2.08209e-06
    1354     2.07933e-06     2.08572e-06
    1355     2.08182e-06     2.08821e-06
    1356     2.08359e-06     2.08997e-06
    1357     2.08543e-06     2.09180e-06
    1358     2.08823e-06     2.09459e-06
    1359     2.08980e-06     2.09614e-06
    1360     2.09119e-06     2.09753e-06
    1361     2.09303e-06     2.09936e-06
    1362     2.09514e-06     2.10146e-06
    1363     2.09699e-06     2.10331e-06
    1364     2.09985e-06     2.10615e-06
    1365     2.10263e-06     2.10892e-06
    1366     2.10531e-06     2.11160e-06
    1367     2.10725e-06     2.11353e-06
    1368     2.10830e-06     2.11456e-06
    1369     2.11012e-06     2.11638e-06
    1370     2.11178e-06     2.11803e-06
    1371     2.11321e-06     2.11945e-06
    1372     2.11496e-06     2.12119e-06
    1373     2.11713e-06     2.12335e-06
    1374     2.11748e-06     2.12369e-06
    1375     2.11952e-06     2.12573e-06
    1376     2.12223e-06     2.12843e-06
    1377     2.12445e-06     2.13064e-06
    1378     2.12709e-06     2.13327e-06
    1379     2.13046e-06     2.13664e-06
    1380     2.13360e-06     2.13976e-06
    1381     2.13634e-06     2.14250e-06
    1382     2.13812e-06     2.14426e-06
    1383     2.14029e-06     2.14643e-06
    1384     2.14137e-06     2.14750e-06
    1385     2.14304e-06     2.14917e-06
    1386     2.14500e-06     2.15112e-06
    1387     2.14740e-06     2.15350e-06
    1388     2.14979e-06     2.15589e-06
    1389     2.15241e-06     2.15849e-06
    1390     2.15430e-06     2.16037e-06
    1391     2.15701e-06     2.16308e-06
    1392     2.15995e-06     2.16601e-06
    1393     2.16225e-06     2.16830e-06
    1394     2.16620e-06     2.17225e-06
    1395     2.16884e-06     2.17488e-06
    1396     2.17123e-06     2.17725e-06
    1397     2.17358e-06     2.17960e-06
    1398     2.17528e-06     2.18129e-06
    1399     2.17621e-06     2.18221e-06
    1400     2.17744e-06     2.18343e-06
    1401     2.17821e-06     2.18419e-06
    1402     2.18011e-06     2.18609e-06
    1403     2.18184e-06     2.18781e-06
    1404     2.18504e-06     2.19100e-06
    1405     2.18690e-06     2.19285e-06
    1406     2.18911e-06     2.19505e-06
    1407     2.19070e-06     2.19663e-06
    1408     2.19319e-06     2.19912e-06
    1409     2.19606e-06     2.20197e-06
    1410     2.19906e-06     2.20497e-06
    1411     2.20148e-06     2.20738e-06
    1412     2.20317e-06     2.20906e-06
    1413     2.20503e-06     2.21091e-06
    1414     2.20616e-06     2.21203e-06
    1415     2.20800e-06     2.21387e-06
    1416     2.21065e-06     2.21651e-06
    1417     2.21167e-06     2.21752e-06
    1418     2.21343e-06     2.21928e-06
    1419     2.21598e-06     2.22181e-06
    1420     2.21850e-06     2.22433e-06
    1421     2.22250e-06     2.22832e-06
    1422     2.22518e-06     2.23099e-06
    1423     2.22828e-06     2.23408e-06
    1424     2.22971e-06     2.23551e-06
    1425     2.23239e-06     2.23817e-06
    1426     2.23562e-06     2.24139e-06
    1427     2.23870e-06     2.24447e-06
    1428     2.24139e-06     2.24715e-06
    1429     2.24255e-06     2.24830e-06
    1430     2.24424e-06     2.24999e-06
    1431     2.24729e-06     2.25303e-06
    1432     2.25055e-06     2.25627e-06
    1433     2.25270e-06     2.25842e-06
    1434     2.25528e-06     2.26099e-06
    1435     2.25760e-06     2.26331e-06
    1436     2.25983e-06     2.26553e-06
    1437     2.26289e-06     2.26858e-06
